Time,Global Solar,Generic flat plate PV Solar Altitude,Generic flat plate PV Solar Azimuth,Generic flat plate PV Angle of Incidence,Generic flat plate PV Incident Solar,Generic flat plate PV Power Output,Generic flat plate PV Cell Temperature,Ambient Temperature,AC Primary Load,AC Primary Load Served,Generic Small Genset (size-your-own) Power Output,Generic Small Genset (size-your-own) Operating Status,Generic Small Genset (size-your-own) Fuel,Total Electrical Load Served,Renewable Penetration,Excess Electrical Production,Unmet Electrical Load,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Generic 1kWh Li-Ion Maximum Charge Power,Generic 1kWh Li-Ion Maximum Discharge Power,Generic 1kWh Li-Ion Charge Power,Generic 1kWh Li-Ion Discharge Power,Generic 1kWh Li-Ion Input Power,Generic 1kWh Li-Ion Energy Content,Generic 1kWh Li-Ion State of Charge,Generic 1kWh Li-Ion Energy Cost,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
1/1/2007 12:00:00 AM,0,0,-11.22315,90,0,0,27.39283,27.39283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.62527,0,0,0,14.00003,100,0,0,0,0,10.62527
1/1/2007 1:00:00 AM,0,0,-24.89048,90,0,0,27.39283,27.39283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.62527,0,0,0,14.00003,100,0,0,0,0,10.62527
1/1/2007 2:00:00 AM,0.002727411,0,-38.09077,90,0,0,26.40185,26.40185,0.4377692,0.4377692,0,0,0,0.4377692,0,0,5.551115E-17,0,0.4608097,0.4377692,0,0,0,10.62527,0,0.4608097,-0.4608097,13.51429,96.53046,0,0.4815461,0,0,10.62527
1/1/2007 3:00:00 AM,0.01772945,4.275784,-50.76572,119.9805,0.01431142,0.06393901,25.905,25.49144,0.8052564,0.8052564,0,0,0,0.8052564,7.940205,0,1.110223E-16,0.06393901,0.8476382,0.8052564,0,0,0.5120108,10.16446,0,0.7836993,-0.7836993,12.6882,90.62982,0,0.885782,0.0511512,0,10.2284
1/1/2007 4:00:00 AM,0.04479645,10.80872,-63.02651,106.4254,0.0361551,0.1617696,25.60943,24.56492,0.8133916,0.8133916,0,0,0,0.8133916,19.88829,0,0,0.1617696,0.8562017,0.8133916,0,0,1.382788,9.380765,0,0.6944321,-0.6944321,11.9562,85.40129,0,0.8947308,0.1294157,0,9.542535
1/1/2007 5:00:00 AM,0.06516529,18.09158,-75.13351,92.66881,0.05266505,0.2360676,25.24804,23.72702,0.7430815,0.7430815,0,0,0,0.7430815,31.76874,1.110223E-16,0,0.2360676,0.7821911,0.7430815,0,0,2.154379,8.686334,0,0.5461234,-0.5461234,11.38054,81.28941,0,0.8173897,0.1888541,0,8.9224
1/1/2007 6:00:00 AM,0.1321697,25.79755,-87.48353,78.88321,0.1076702,0.4806303,26.07343,22.96163,0.2504317,0.2504317,0,0,0,0.2504317,191.9207,0,0,0.4806303,0.2636123,0.2504317,0,0,2.761183,8.14021,0.217018,0,0.217018,11.58642,82.75999,0,0.2754749,0.3845043,0,8.62084
1/1/2007 7:00:00 AM,0.1649904,33.57328,-100.6235,65.2262,0.1356067,0.6053066,26.08324,22.16402,0.7671126,0.7671126,0,0,0,0.7671126,78.90714,0,0,0.6053066,0.807487,0.7671126,0,0,2.544165,8.335526,0,0.2021804,-0.2021804,11.3733,81.23772,0,0.8438239,0.4842453,0,8.940832
1/1/2007 8:00:00 AM,0.1754341,40.99095,-115.2809,51.92427,0.1447184,0.6406304,27.73009,23.54172,0.7860993,0.7860993,0,0,0,0.7860993,81.49484,0,0,0.6406304,0.8274729,0.7860993,0,0,2.76881,8.133346,0,0.1868425,-0.1868425,11.17636,79.83095,0,0.8647092,0.5125043,0,8.773976
1/1/2007 9:00:00 AM,0.2518996,47.47544,-132.3365,39.4359,0.2096574,0.9025992,33.14995,27.05444,1.631923,1.631923,0,0,0,1.631923,55.30892,0,2.220446E-16,0.9025992,1.717814,1.631923,0,0,2.976412,7.946503,0,0.8152148,-0.8152148,10.31704,73.69302,0,1.795116,0.7220793,0,8.849102
