Time,Global Solar,Generic flat plate PV Solar Altitude,Generic flat plate PV Solar Azimuth,Generic flat plate PV Angle of Incidence,Generic flat plate PV Incident Solar,Generic flat plate PV Power Output,AC Primary Load,AC Primary Load Served,Generic Medium Genset (size-your-own) Power Output,Generic Medium Genset (size-your-own) Operating Status,Generic Medium Genset (size-your-own) Fuel,Total Electrical Load Served,Renewable Penetration,Excess Electrical Production,Unmet Electrical Load,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Generic 1kWh Li-Ion Maximum Charge Power,Generic 1kWh Li-Ion Maximum Discharge Power,Generic 1kWh Li-Ion Charge Power,Generic 1kWh Li-Ion Discharge Power,Generic 1kWh Li-Ion Input Power,Generic 1kWh Li-Ion Energy Content,Generic 1kWh Li-Ion State of Charge,Generic 1kWh Li-Ion Energy Cost,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
1/1/2007 12:00:00 AM,0,0,6.329071,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.7582,0,0,0,420.0009,100,0,0,0,0,318.7582
1/1/2007 1:00:00 AM,0,0,-40.63449,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.7582,0,0,0,420.0009,100,0,0,0,0,318.7582
1/1/2007 2:00:00 AM,0,0,-59.18059,90,0,0,39.79897,39.79897,0,0,0,39.79897,0,0,0,0,41.89366,39.79897,0,0,0,318.7582,0,41.89366,-41.89366,375.841,89.48579,0,43.77887,0,0,318.7582
1/1/2007 3:00:00 AM,0,0,-65.89561,90,0,0,73.20839,73.20839,20.25,0,7.39125,73.20839,0,0,0,0,55.74567,52.95839,0,0,46.54851,276.8646,0,55.74567,-55.74567,317.08,75.49508,0,80.52923,0,81,276.8646
1/1/2007 4:00:00 AM,0,0,-68.29882,90,0,0,73.94799,73.94799,81,0,22.761,73.94799,0,0,0,0,0,0,7.05201,6.699409,108.4881,221.1189,6.699409,0,6.699409,323.4356,77.00832,0.2959064,81.34279,0,81,221.1189
1/1/2007 5:00:00 AM,0,0,-68.56945,90,0,0,67.55588,67.55588,81,0,22.761,67.55588,0,0,0,0,0,0,13.44412,12.77192,101.7887,227.1484,12.77192,0,12.77192,335.5521,79.89319,0.2959064,74.31147,0,81,227.1484
1/1/2007 6:00:00 AM,0.0008882491,0,-67.38521,90,0,0,22.76753,22.76753,81,0,22.761,22.76753,0,0,0,0,0,0,58.23247,55.32084,89.01682,238.6431,55.32084,0,55.32084,388.034,92.38887,0.2959064,25.04429,0,81,238.6431
1/1/2007 7:00:00 AM,0.06397346,8.503396,-64.83955,77.75762,0.06572942,7.203945,24.44357,24.44357,0,0,0,24.44357,29.47174,0,0,7.203945,25.73008,24.44357,0,0,33.69597,288.4319,0,18.52613,-18.52613,368.5058,87.7393,0.2959064,26.88793,5.763156,0,295.6358
1/1/2007 8:00:00 AM,0.1468058,21.68848,-60.63478,64.11838,0.1475045,16.16649,25.04857,25.04857,0,0,0,25.04857,64.54057,0,0,16.16649,26.36691,25.04857,0,0,54.28056,269.9057,0,10.20043,-10.20043,357.7536,85.17925,0.2959064,27.55343,12.93319,0,286.0722
1/1/2007 9:00:00 AM,0.2838784,34.18584,-54.00429,50.85844,0.2876509,31.52654,52.00023,52.00023,0,0,0,52.00023,60.62769,0,0,31.52654,54.73708,52.00023,0,0,65.61437,259.7053,0,23.21055,-23.21055,333.2875,79.35401,0.2959064,57.20025,25.22123,0,291.2318
