Time,Global Solar,Generic flat plate PV Solar Altitude,Generic flat plate PV Solar Azimuth,Generic flat plate PV Angle of Incidence,Generic flat plate PV Incident Solar,Generic flat plate PV Power Output,Generic flat plate PV Cell Temperature,Ambient Temperature,AC Primary Load,AC Primary Load Served,Generic Small Genset (size-your-own) Power Output,Generic Small Genset (size-your-own) Operating Status,Generic Small Genset (size-your-own) Fuel,Total Electrical Load Served,Renewable Penetration,Excess Electrical Production,Unmet Electrical Load,Capacity Shortage,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Generic 1kWh Li-Ion Maximum Charge Power,Generic 1kWh Li-Ion Maximum Discharge Power,Generic 1kWh Li-Ion Charge Power,Generic 1kWh Li-Ion Discharge Power,Generic 1kWh Li-Ion Input Power,Generic 1kWh Li-Ion Energy Content,Generic 1kWh Li-Ion State of Charge,Generic 1kWh Li-Ion Energy Cost,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
1/1/2007 12:00:00 AM,0,0,-11.22315,90,0,0,25.69258,25.69258,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,10.62527,0,0,0,14.00003,100,0,0,0,0,10.62527
1/1/2007 1:00:00 AM,0,0,-24.89048,90,0,0,25.69258,25.69258,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,10.62527,0,0,0,14.00003,100,0,0,0,0,10.62527
1/1/2007 2:00:00 AM,0.002727411,0,-38.09077,90,0,0,24.76311,24.76311,0.4377692,0.4377692,0,-1,0,0.4377692,0,0,5.551115E-17,0,0,0.4608097,0.4377692,0,0,0,10.62527,0,0.4608097,-0.4608097,13.51429,96.53046,0,0.4815461,0,0,10.62527
1/1/2007 3:00:00 AM,0.01772945,4.275784,-50.76572,119.9805,0.01431142,0.06444731,24.32222,23.90921,0.8052564,0.8052564,0,-1,0,0.8052564,8.003328,0,1.110223E-16,0,0.06444731,0.8476382,0.8052564,0,0,0.5120108,10.16446,0,0.783191,-0.783191,12.68874,90.63365,0,0.885782,0.05155785,0,10.22891
1/1/2007 4:00:00 AM,0.04479645,10.80872,-63.02651,106.4254,0.0361551,0.1630078,24.08337,23.0402,0.8133916,0.8133916,0,-1,0,0.8133916,20.0405,0,0,0,0.1630078,0.8562017,0.8133916,0,0,1.382223,9.381273,0,0.6931939,-0.6931939,11.95805,85.41444,0,0.8947308,0.1304062,0,9.544281
1/1/2007 5:00:00 AM,0.06516529,18.09158,-75.13351,92.66881,0.05266505,0.2378103,23.77344,22.25431,0.7430815,0.7430815,0,0,0,0.7430815,32.00326,0,0,0,0.2378103,0.7821911,0.7430815,0,0,2.152438,8.68808,0,0.5443807,-0.5443807,11.38422,81.31568,0,0.8173897,0.1902483,0,8.92589
1/1/2007 6:00:00 AM,0.1321697,25.79755,-87.48353,78.88321,0.1076702,0.4840828,24.64447,21.53643,0.2504317,0.2504317,0,0,0,0.2504317,193.2993,0,0,0,0.4840828,0.2636123,0.2504317,0,0,2.757306,8.143699,0.2204705,0,0.2204705,11.59337,82.80965,0,0.2754749,0.3872663,0,8.627782
1/1/2007 7:00:00 AM,0.1649904,33.57328,-100.6235,65.2262,0.1356067,0.6095068,24.70298,20.78832,0.7671126,0.7671126,0,0,0,0.7671126,79.45467,1.110223E-16,0,0,0.6095068,0.807487,0.7671126,0,0,2.536835,8.342122,0,0.1979802,-0.1979802,11.38469,81.31902,0,0.8438239,0.4876054,0,8.951629
1/1/2007 8:00:00 AM,0.1754341,40.99095,-115.2809,51.92427,0.1447184,0.6453924,26.26371,22.08051,0.7860993,0.7860993,0,0,0,0.7860993,82.10062,0,1.110223E-16,0,0.6453924,0.8274729,0.7860993,0,0,2.756813,8.144142,0,0.1820805,-0.1820805,11.19276,79.9481,0,0.8647092,0.516314,0,8.789535
1/1/2007 9:00:00 AM,0.2518996,47.47544,-132.3365,39.4359,0.2096574,0.9105401,31.46208,25.3752,1.631923,1.631923,0,-1,0,1.631923,55.79552,0,2.220446E-16,0,0.9105401,1.717814,1.631923,0,0,2.959125,7.962062,0,0.8072739,-0.8072739,10.34181,73.86996,0,1.795116,0.7284321,0,8.872602
