Time,Global Solar,Generic flat plate PV Solar Altitude,Generic flat plate PV Solar Azimuth,Generic flat plate PV Angle of Incidence,Generic flat plate PV Incident Solar,Generic flat plate PV Power Output,AC Primary Load,AC Primary Load Served,Generic Medium Genset (size-your-own) Power Output,Generic Medium Genset (size-your-own) Operating Status,Generic Medium Genset (size-your-own) Fuel,Total Electrical Load Served,Renewable Penetration,Excess Electrical Production,Unmet Electrical Load,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Generic 1kWh Li-Ion Maximum Charge Power,Generic 1kWh Li-Ion Maximum Discharge Power,Generic 1kWh Li-Ion Charge Power,Generic 1kWh Li-Ion Discharge Power,Generic 1kWh Li-Ion Input Power,Generic 1kWh Li-Ion Energy Content,Generic 1kWh Li-Ion State of Charge,Generic 1kWh Li-Ion Energy Cost,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
1/1/2007 12:00:00 AM,0,0,6.329071,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.59898,0,0,0,39.00008,100,0,0,0,0,29.59898
1/1/2007 1:00:00 AM,0,0,-40.63449,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.59898,0,0,0,39.00008,100,0,0,0,0,29.59898
1/1/2007 2:00:00 AM,0,0,-59.18059,90,0,0,1.781186,1.781186,0,0,0,1.781186,0,0,2.220446E-16,0,1.874933,1.781186,0,0,0,29.59898,0,1.874933,-1.874933,37.02372,94.93244,0,1.959305,0,0,29.59898
1/1/2007 3:00:00 AM,0,0,-65.89561,90,0,0,3.276411,3.276411,0,0,0,3.276411,0,0,4.440892E-16,0,3.448853,3.276411,0,0,2.083259,27.72404,0,3.448853,-3.448853,33.38831,85.61089,0,3.604052,0,0,27.72404
1/1/2007 4:00:00 AM,0,0,-68.29882,90,0,0,3.309511,3.309511,0,0,0,3.309511,0,0,4.440892E-16,0,3.483696,3.309511,0,0,5.915318,24.27519,0,3.483696,-3.483696,29.71618,76.19517,0,3.640463,0,0,24.27519
1/1/2007 5:00:00 AM,0,0,-68.56945,90,0,0,3.023435,3.023435,0,0,0,3.023435,0,0,4.440892E-16,0,3.182563,3.023435,0,0,9.786092,20.79149,0,3.182563,-3.182563,26.36146,67.59335,0,3.325779,0,0,20.79149
1/1/2007 6:00:00 AM,0.0008882491,0,-67.38521,90,0,0,1.018952,1.018952,0,0,0,1.018952,0,0,0,0,1.072581,1.018952,0,0,13.32227,17.60893,0,1.072581,-1.072581,25.23086,64.69438,0,1.120847,0,0,17.60893
1/1/2007 7:00:00 AM,0.06397346,8.503396,-64.83955,77.75762,0.06572942,0.7466863,2.800678,2.800678,0,0,0,2.800678,26.66091,0,4.440892E-16,0.7466863,2.948083,2.800678,0,0,14.51403,16.53635,0,2.201396,-2.201396,22.91039,58.74446,0,3.080746,0.597349,0,17.28304
1/1/2007 8:00:00 AM,0.1468058,21.68848,-60.63478,64.11838,0.1475045,1.675651,2.869998,2.869998,0,0,0,2.869998,58.38509,0,4.440892E-16,1.675651,3.02105,2.869998,0,0,16.96003,14.33496,0,1.345399,-1.345399,21.49221,55.10812,0,3.156997,1.340521,0,16.0106
1/1/2007 9:00:00 AM,0.2838784,34.18584,-54.00429,50.85844,0.2876509,3.267714,5.958046,5.958046,0,0,0,5.958046,54.84539,0,0,3.267714,6.271628,5.958046,0,0,18.45491,12.98956,0,3.003914,-3.003914,18.32581,46.98915,0,6.553851,2.614171,0,16.25727
1/1/2007 10:00:00 AM,0.07039502,45.37495,-43.45202,38.46822,0.07009917,0.7963266,1.793421,1.793421,0,0,0,1.793421,44.40265,0,0,0.7963266,1.887812,1.793421,0,0,21.7926,9.985641,0,1.091485,-1.091485,17.17528,44.03909,0,1.972764,0.6370612,0,10.78197
1/1/2007 11:00:00 AM,0.05697239,53.98555,-26.68318,28.19816,0.05671744,0.6443101,7.217076,7.217076,0,0,0,7.217076,8.927579,0,0,0.6443101,7.596922,7.217076,0,0,23.00536,8.894156,0,6.952612,-6.952612,9.846583,25.2476,0,7.938783,0.5154481,0,9.538466
1/1/2007 12:00:00 PM,0.3085695,57.85535,-2.905519,23.12783,0.3081189,3.500231,6.261329,6.261329,12,0,3.372,6.261329,55.90236,0,0,3.500231,0,0,5.738671,5.451737,30.73048,1.941545,8.951968,0,8.951968,18.33917,47.02341,0.2826194,6.887462,2.800185,12,5.441775
1/1/2007 1:00:00 PM,0.2728486,55.35163,21.88712,26.4557,0.2722346,3.092585,4.753764,4.753764,11.76882,0,3.313511,4.753764,65.0555,0,0,3.092585,0,0,7.015054,6.664301,21.77851,9.998316,9.756886,0,9.756886,27.59536,70.75719,0.2669865,5.22914,2.474068,12,13.0909
1/1/2007 2:00:00 PM,0.1157476,47.5915,40.32253,35.91159,0.1153119,1.309943,2.887813,2.887813,11.68781,0,3.293017,2.887813,45.36106,0,0,1.309943,0,0,8.8,8.36,12.02163,18.77951,9.669943,0,9.669943,36.76907,94.27949,0.2620708,3.176595,1.047954,12,20.08946
1/1/2007 3:00:00 PM,0.06560741,36.83756,52.05293,47.98082,0.06534529,0.7423225,0,0,0,0,0,0,0,0,0,0.7423225,0,0,0,0,2.351685,27.48246,0.7423225,0,0.7423225,37.4733,96.0852,0.2553903,0,0.593858,0,28.22478
1/1/2007 4:00:00 PM,0.1289536,24.56311,59.3996,61.10369,0.1288548,1.46379,3.860976,3.860976,0,0,0,3.860976,37.91243,8.881784E-16,0,1.46379,4.064186,3.860976,0,0,1.609362,28.15055,0,2.600395,-2.600395,34.73225,89.05686,0.2553903,4.247074,1.171032,0,29.61434
1/1/2007 5:00:00 PM,0.06745297,11.49752,64.06036,74.68362,0.0677819,0.7700023,0,0,0,0,0,0,0,0,0,0.7700023,0,0,0,0,4.498691,25.55016,0.7700023,0,0.7700023,35.46273,90.92991,0.2488114,0,0.6160018,0,26.32016
1/1/2007 6:00:00 PM,0.009087816,0,66.93783,90,0,0,4.041821,4.041821,0,0,0,4.041821,0,0,0,0,4.254549,4.041821,0,0,3.728688,26.24316,0,4.254549,-4.254549,30.97805,79.43073,0.2488114,4.446003,0,0,26.24316
1/1/2007 7:00:00 PM,0,0,68.42065,90,0,0,5.589654,5.589654,0,0,0,5.589654,0,0,8.881784E-16,0,5.883847,5.589654,0,0,8.455964,21.98861,0,5.883847,-5.883847,24.77593,63.52789,0.2488114,6.14862,0,0,21.98861
1/1/2007 8:00:00 PM,0,0,68.50754,90,0,0,7.797088,7.797088,12,0,3.372,7.797088,0,0,0,0,0,0,4.202912,3.992766,14.99357,16.10476,3.992766,0,3.992766,28.5638,73.24036,0.2543609,8.576797,0,12,16.10476
1/1/2007 9:00:00 PM,0,0,66.69133,90,0,0,9.215733,9.215733,12,0,3.372,9.215733,0,0,0,0,0,0,2.784268,2.645054,11.00081,19.69825,2.645054,0,2.645054,31.07312,79.6745,0.2573693,10.13731,0,12,19.69825
1/1/2007 10:00:00 PM,0,0,61.29293,90,0,0,0.1445063,0.1445063,8.940034,0,2.597829,0.1445063,0,0,0,0,0,0,8.795527,8.355751,8.355751,22.0788,8.355751,0,8.355751,39.00008,100,0.2466595,0.1589569,0,12,22.0788
1/1/2007 11:00:00 PM,0,0,46.66078,90,0,0,0.5993766,0.5993766,0,0,0,0.5993766,0,0,1.110223E-16,0,0.6309227,0.5993766,0,0,0,29.59898,0,0.6309227,-0.6309227,38.33503,98.29475,0.2466595,0.6593142,0,0,29.59898
1/2/2007 12:00:00 AM,0,0,6.788207,90,0,0,1.833103,1.833103,0,0,0,1.833103,0,0,0,0,1.929582,1.833103,0,0,0.7010252,28.96806,0,1.929582,-1.929582,36.30107,93.07948,0.2466595,2.016413,0,0,28.96806
1/2/2007 1:00:00 AM,0,0,-40.56551,90,0,0,0.7558718,0.7558718,0,0,0,0.7558718,0,0,1.110223E-16,0,0.7956545,0.7558718,0,0,2.845006,27.03847,0,0.7956545,-0.7956545,35.46238,90.92899,0.2466595,0.8314589,0,0,27.03847
1/2/2007 2:00:00 AM,0,0,-59.2364,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.729066,26.24282,0,0,0,35.46238,90.92899,0.2466595,0,0,0,26.24282
1/2/2007 3:00:00 AM,0,0,-65.97112,90,0,0,2.6652,2.6652,0,0,0,2.6652,0,0,4.440892E-16,0,2.805473,2.6652,0,0,3.729066,26.24282,0,2.805473,-2.805473,32.50515,83.34637,0.2466595,2.93172,0,0,26.24282
1/2/2007 4:00:00 AM,0,0,-68.37815,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.846259,23.43735,0,0,0,32.50515,83.34637,0.2466595,0,0,0,23.43735
1/2/2007 5:00:00 AM,0,0,-68.6517,90,0,0,0.4337044,0.4337044,0,0,0,0.4337044,0,0,5.551115E-17,0,0.456531,0.4337044,0,0,6.846259,23.43735,0,0.456531,-0.456531,32.02392,82.11246,0.2466595,0.4770749,0,0,23.43735
1/2/2007 6:00:00 AM,0.00108274,0,-67.47298,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.353515,22.98081,0,0,0,32.02392,82.11246,0.2466595,0,0,0,22.98081
