Time,Global Solar,Generic flat plate PV Solar Altitude,Generic flat plate PV Solar Azimuth,Generic flat plate PV Angle of Incidence,Generic flat plate PV Incident Solar,Generic flat plate PV Power Output,AC Primary Load,AC Primary Load Served,Generic Medium Genset (size-your-own) Power Output,Generic Medium Genset (size-your-own) Operating Status,Generic Medium Genset (size-your-own) Fuel,Total Electrical Load Served,Renewable Penetration,Excess Electrical Production,Unmet Electrical Load,Capacity Shortage,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Generic 1kWh Li-Ion Maximum Charge Power,Generic 1kWh Li-Ion Maximum Discharge Power,Generic 1kWh Li-Ion Charge Power,Generic 1kWh Li-Ion Discharge Power,Generic 1kWh Li-Ion Input Power,Generic 1kWh Li-Ion Energy Content,Generic 1kWh Li-Ion State of Charge,Generic 1kWh Li-Ion Energy Cost,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
1/1/2007 12:00:00 AM,0,0,6.329071,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.7582,0,0,0,420.0009,100,0,0,0,0,318.7582
1/1/2007 1:00:00 AM,0,0,-40.63449,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.7582,0,0,0,420.0009,100,0,0,0,0,318.7582
1/1/2007 2:00:00 AM,0,0,-59.18059,90,0,0,54.96049,54.96049,0,0,0,54.96049,0,0,7.105427E-15,0,0,57.85315,54.96049,0,0,0,318.7582,0,57.85315,-57.85315,359.0183,85.48037,0,60.45654,0,0,318.7582
1/1/2007 3:00:00 AM,0,0,-65.89561,90,0,0,101.0973,101.0973,32.3973,0,10.46452,101.0973,0,0,1.421085E-14,0,0,72.31579,68.7,0,0,64.28127,260.9051,0,72.31579,-72.31579,282.7907,67.33099,0,111.207,0,81,260.9051
1/1/2007 4:00:00 AM,0,0,-68.29882,90,0,0,102.1187,102.1187,33.41865,0,10.72292,102.1187,0,0,1.421085E-14,0,0,72.31579,68.7,0,0,144.6322,188.5893,0,72.31579,-72.31579,206.5632,49.18162,0,112.3305,0,81,188.5893
1/1/2007 5:00:00 AM,0,0,-68.56945,90,0,0,93.29145,93.29145,24.59145,0,8.489637,93.29145,0,0,1.421085E-14,0,0,72.31579,68.7,0,0,224.983,116.2735,0,72.31579,-72.31579,130.3357,31.03224,0,102.6206,0,81,116.2735
1/1/2007 6:00:00 AM,0.0008882491,0,-67.38521,90,0,0,31.44088,31.44088,81,0,22.761,31.44088,0,7.105427E-15,0,0,0,0,0,49.55912,47.08117,305.3339,43.95771,47.08117,0,47.08117,175.0008,41.66677,0.2959064,34.58497,0,81,43.95771
1/1/2007 7:00:00 AM,0.06397346,8.503396,-64.83955,77.75762,0.06572942,7.203945,33.75541,33.75541,81,0,22.761,33.75541,21.3416,-7.105427E-15,0,0,7.203945,0,0,47.24459,44.88236,258.2527,86.33076,52.08631,0,52.08631,224.4142,53.43184,0.2938106,37.13095,5.763156,81,93.53471
1/1/2007 8:00:00 AM,0.1468058,21.68848,-60.63478,64.11838,0.1475045,16.16649,34.59088,34.59088,81,0,22.761,34.59088,46.73627,0,0,0,16.16649,0,0,46.40912,44.08866,206.1664,133.2084,60.25515,0,60.25515,281.5772,67.04207,0.2898833,38.04997,12.93319,81,149.3749
1/1/2007 9:00:00 AM,0.2838784,34.18584,-54.00429,50.85844,0.2876509,31.52654,71.80984,71.80984,81,0,22.761,71.80984,43.90281,0,0,0,31.52654,0,0,9.190157,8.730649,145.9113,187.4381,40.25719,0,40.25719,319.7686,76.13522,0.2865425,78.99083,25.22123,81,218.9646
