Time,Global Solar,Generic flat plate PV Solar Altitude,Generic flat plate PV Solar Azimuth,Generic flat plate PV Angle of Incidence,Generic flat plate PV Incident Solar,Generic flat plate PV Power Output,Generic flat plate PV Cell Temperature,Ambient Temperature,AC Primary Load,AC Primary Load Served,Generic Medium Genset (size-your-own) Power Output,Generic Medium Genset (size-your-own) Operating Status,Generic Medium Genset (size-your-own) Fuel,Total Electrical Load Served,Renewable Penetration,Excess Electrical Production,Unmet Electrical Load,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Generic 1kWh Li-Ion Maximum Charge Power,Generic 1kWh Li-Ion Maximum Discharge Power,Generic 1kWh Li-Ion Charge Power,Generic 1kWh Li-Ion Discharge Power,Generic 1kWh Li-Ion Input Power,Generic 1kWh Li-Ion Energy Content,Generic 1kWh Li-Ion State of Charge,Generic 1kWh Li-Ion Energy Cost,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
1/1/2007 12:00:00 AM,0,0,6.329071,90,0,0,33.06031,33.06031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.7582,0,0,0,420.0009,100,0,0,0,0,318.7582
1/1/2007 1:00:00 AM,0,0,-40.63449,90,0,0,33.06031,33.06031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.7582,0,0,0,420.0009,100,0,0,0,0,318.7582
1/1/2007 2:00:00 AM,0,0,-59.18059,90,0,0,31.8643,31.8643,28.42784,28.42784,0,0,0,28.42784,0,0,3.552714E-15,0,29.92404,28.42784,0,0,0,318.7582,0,29.92404,-29.92404,388.4581,92.48985,0,31.27062,0,0,318.7582
1/1/2007 3:00:00 AM,0,0,-65.89561,90,0,0,30.76553,30.76553,52.29171,52.29171,0,0,0,52.29171,0,0,7.105427E-15,0,55.0439,52.29171,0,0,33.24894,288.8342,0,55.0439,-55.0439,330.4368,78.67526,0,57.52087,0,0,288.8342
1/1/2007 4:00:00 AM,0,0,-68.29882,90,0,0,29.64732,29.64732,52.81999,52.81999,0,0,0,52.81999,0,0,7.105427E-15,0,55.59999,52.81999,0,0,94.40882,233.7903,0,55.59999,-55.59999,271.8292,64.72112,0,58.10199,0,0,233.7903
1/1/2007 5:00:00 AM,0,0,-68.56945,90,0,0,28.63606,28.63606,48.2542,48.2542,0,0,0,48.2542,0,0,7.105427E-15,0,50.79389,48.2542,0,0,156.1866,178.1903,0,50.79389,-50.79389,218.2878,51.97317,0,53.07962,0,0,178.1903
1/1/2007 6:00:00 AM,0.0008882491,0,-67.38521,90,0,0,27.71231,27.71231,16.26252,16.26252,0,0,0,16.26252,0,0,3.552714E-15,0,17.11845,16.26252,0,0,212.6243,127.3964,0,17.11845,-17.11845,200.2433,47.67689,0,17.88878,0,0,127.3964
1/1/2007 7:00:00 AM,0.06397346,8.503396,-64.83955,77.75762,0.06572942,7.072348,28.65347,26.74968,17.45969,17.45969,0,0,0,17.45969,40.50671,0,3.552714E-15,7.072348,18.37863,17.45969,0,0,231.6447,110.278,0,11.30628,-11.30628,188.3255,44.83931,0,19.20566,5.657878,0,117.3503
1/1/2007 8:00:00 AM,0.1468058,21.68848,-60.63478,64.11838,0.1475045,15.54414,32.69929,28.41242,17.89183,17.89183,0,0,0,17.89183,86.87838,0,0,15.54414,18.83351,17.89183,0,0,244.2073,98.97167,0,3.289374,-3.289374,184.8582,44.01376,0,19.68102,12.43531,0,114.5158
1/1/2007 9:00:00 AM,0.2838784,34.18584,-54.00429,50.85844,0.2876509,28.9933,41.07051,32.65192,37.14302,37.14302,0,0,0,37.14302,78.05853,0,0,28.9933,39.09792,37.14302,0,0,247.8621,95.6823,0,10.10462,-10.10462,174.207,41.47776,0,40.85732,23.19464,0,124.6756
1/1/2007 10:00:00 AM,0.07039502,45.37495,-43.45202,38.46822,0.07009917,7.143282,39.04649,36.99837,11.18036,11.18036,0,0,0,11.18036,63.89136,1.776357E-15,0,7.143282,11.7688,11.18036,0,0,259.0895,85.57768,0,4.625515,-4.625515,169.3312,40.31688,0,12.29839,5.714626,0,92.72096
1/1/2007 11:00:00 AM,0.05697239,53.98555,-26.68318,28.19816,0.05671744,5.676816,42.35506,40.69335,44.99193,44.99193,0,0,0,44.99193,12.61741,0,7.105427E-15,5.676816,47.35993,44.99193,0,0,264.2289,80.95216,0,41.68311,-41.68311,125.3934,29.85551,0,49.49112,4.541453,0,86.62898
1/1/2007 12:00:00 PM,0.3085695,57.85535,-2.905519,23.12783,0.3081189,29.00407,53.22498,44.11606,39.03371,39.03371,81,0,22.761,39.03371,74.30518,0,0,29.00407,0,0,41.96629,39.86797,310.5435,39.26905,68.87204,0,68.87204,190.7311,45.41209,0.2479598,42.93708,23.20325,81,68.27312
1/1/2007 1:00:00 PM,0.2728486,55.35163,21.88712,26.4557,0.2722346,25.29338,55.45579,47.39292,29.63541,29.63541,81,0,22.761,29.63541,85.34849,0,0,25.29338,0,0,51.36459,48.79636,241.6715,101.2539,74.08974,0,74.08974,261.0188,62.14722,0.23891,32.59895,20.2347,81,126.5473
1/1/2007 2:00:00 PM,0.1157476,47.5915,40.32253,35.91159,0.1153119,10.87815,52.85252,49.44461,18.0029,18.0029,81,0,22.761,18.0029,60.42445,0,0,10.87815,0,0,62.9971,59.84724,167.5817,167.9347,70.7254,0,70.7254,328.1148,78.12242,0.2397547,19.80319,8.702523,81,178.8128
1/1/2007 3:00:00 PM,0.06560741,36.83756,52.05293,47.98082,0.06534529,6.186044,52.24998,50.31973,0,0,72.31579,0,20.56389,0,0,0,0,6.186044,0,0,72.31579,68.7,96.85635,231.5875,74.88604,0,74.88604,399.158,95.03742,0.2282567,0,4.948835,81,237.7736
1/1/2007 4:00:00 PM,0.1289536,24.56311,59.3996,61.10369,0.1288548,12.00548,54.98053,51.16569,24.06969,24.06969,0,0,0,24.06969,49.87802,0,0,12.00548,25.33652,24.06969,0,0,21.9703,298.985,0,13.33103,-13.33103,385.1058,91.69168,0.2282567,26.47666,9.604387,0,310.9904
1/1/2007 5:00:00 PM,0.06745297,11.49752,64.06036,74.68362,0.0677819,6.416925,52.24416,50.24194,0,0,0,0,0,0,0,0,0,6.416925,0,0,0,0,36.78256,285.6539,6.416925,0,6.416925,391.1935,93.14111,0.2232914,0,5.133541,0,292.0709
1/1/2007 6:00:00 PM,0.009087816,0,66.93783,90,0,0,47.31513,47.31513,21.11393,21.11393,0,0,0,21.11393,0,0,3.552714E-15,0,22.22518,21.11393,0,0,30.36563,291.4292,0,22.22518,-22.22518,367.7661,87.56317,0.2232914,23.22532,0,0,291.4292
1/1/2007 7:00:00 PM,0,0,68.42065,90,0,0,44.55362,44.55362,29.19959,29.19959,0,0,0,29.19959,0,0,3.552714E-15,0,30.73642,29.19959,0,0,55.06028,269.204,0,30.73642,-30.73642,335.367,79.84914,0.2232914,32.11956,0,0,269.204
1/1/2007 8:00:00 PM,0,0,68.50754,90,0,0,42.33664,42.33664,40.73093,40.73093,0,0,0,40.73093,0,0,0,0,42.87466,40.73093,0,0,89.21186,238.4676,0,42.87466,-42.87466,290.1732,69.08871,0.2232914,44.80402,0,0,238.4676
1/1/2007 9:00:00 PM,0,0,66.69133,90,0,0,40.17799,40.17799,48.14174,48.14174,0,0,0,48.14174,0,0,7.105427E-15,0,50.67551,48.14174,0,0,136.8504,195.5929,0,50.67551,-50.67551,236.7565,56.37048,0.2232914,52.95591,0,0,195.5929
1/1/2007 10:00:00 PM,0,0,61.29293,90,0,0,37.96101,37.96101,2.306329,2.306329,0,0,0,2.306329,0,0,0,0,2.427714,2.306329,0,0,193.1565,144.9174,0,2.427714,-2.427714,234.1975,55.76119,0.2232914,2.536961,0,0,144.9174
