Time,Global Solar,Generic flat plate PV Solar Altitude,Generic flat plate PV Solar Azimuth,Generic flat plate PV Angle of Incidence,Generic flat plate PV Incident Solar,Generic flat plate PV Power Output,AC Primary Load,AC Primary Load Served,Generic Medium Genset (size-your-own) Power Output,Generic Medium Genset (size-your-own) Operating Status,Generic Medium Genset (size-your-own) Fuel,Total Electrical Load Served,Renewable Penetration,Excess Electrical Production,Unmet Electrical Load,Capacity Shortage,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Generic 1kWh Li-Ion Maximum Charge Power,Generic 1kWh Li-Ion Maximum Discharge Power,Generic 1kWh Li-Ion Charge Power,Generic 1kWh Li-Ion Discharge Power,Generic 1kWh Li-Ion Input Power,Generic 1kWh Li-Ion Energy Content,Generic 1kWh Li-Ion State of Charge,Generic 1kWh Li-Ion Energy Cost,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
1/1/2007 12:00:00 AM,0,0,6.329071,90,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,29.59898,0,0,0,39.00008,100,0,0,0,0,29.59898
1/1/2007 1:00:00 AM,0,0,-40.63449,90,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,29.59898,0,0,0,39.00008,100,0,0,0,0,29.59898
1/1/2007 2:00:00 AM,0,0,-59.18059,90,0,0,2.315542,2.315542,0,-1,0,2.315542,0,0,0,0,0,2.437413,2.315542,0,0,0,29.59898,0,2.437413,-2.437413,36.43082,93.41217,0,2.547097,0,0,29.59898
1/1/2007 3:00:00 AM,0,0,-65.89561,90,0,0,4.259334,4.259334,0,-1,0,4.259334,0,0,0,0,0,4.48351,4.259334,0,0,2.708237,27.16157,0,4.48351,-4.48351,31.70478,81.29416,0,4.685267,0,0,27.16157
1/1/2007 4:00:00 AM,0,0,-68.29882,90,0,0,4.302365,4.302365,0,-1,0,4.302365,0,0,8.881784E-16,0,0,4.528805,4.302365,0,0,7.689914,22.67805,0,4.528805,-4.528805,26.93101,69.05372,0,4.732602,0,0,22.67805
1/1/2007 5:00:00 AM,0,0,-68.56945,90,0,0,3.930466,3.930466,0,0,0,3.930466,0,0,4.440892E-16,0,0,4.137332,3.930466,0,0,12.72192,18.14925,0,4.137332,-4.137332,22.56987,57.87136,0,4.323513,0,0,18.14925
1/1/2007 6:00:00 AM,0.0008882491,0,-67.38521,90,0,0,1.324637,1.324637,0,0,0,1.324637,0,0,2.220446E-16,0,0,1.394355,1.324637,0,0,17.31896,14.01192,0,1.394355,-1.394355,21.1001,54.1027,0,1.457101,0,0,14.01192
1/1/2007 7:00:00 AM,0.06397346,8.503396,-64.83955,77.75762,0.06572942,0.7466863,3.640882,3.640882,0,0,0,3.640882,20.50839,0,4.440892E-16,0,0.7466863,3.832507,3.640882,0,0,18.86824,12.61756,0,3.085821,-3.085821,17.84735,45.76236,0,4.00497,0.597349,0,13.36425
1/1/2007 8:00:00 AM,0.1468058,21.68848,-60.63478,64.11838,0.1475045,1.675651,3.730997,3.730997,0,0,0,3.730997,44.91161,0,0,0,1.675651,3.927365,3.730997,0,0,22.29693,9.531742,0,2.251714,-2.251714,15.47384,39.67643,0,4.104096,1.340521,0,11.20739
1/1/2007 9:00:00 AM,0.2838784,34.18584,-54.00429,50.85844,0.2876509,3.267714,7.74546,7.74546,0,-1,0,7.74546,42.18876,0,8.881784E-16,0.9831145,3.267714,8.153116,7.74546,0,0,24.79883,7.280027,0,4.885402,-4.885402,10.32417,26.47218,0,8.520006,2.614171,0,10.54774
