Time,Global Solar,Generic flat plate PV Solar Altitude,Generic flat plate PV Solar Azimuth,Generic flat plate PV Angle of Incidence,Generic flat plate PV Incident Solar,Generic flat plate PV Power Output,AC Primary Load,AC Primary Load Served,Generic Medium Genset (size-your-own) Power Output,Generic Medium Genset (size-your-own) Operating Status,Generic Medium Genset (size-your-own) Fuel,Total Electrical Load Served,Renewable Penetration,Excess Electrical Production,Unmet Electrical Load,Capacity Shortage,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Generic 1kWh Li-Ion Maximum Charge Power,Generic 1kWh Li-Ion Maximum Discharge Power,Generic 1kWh Li-Ion Charge Power,Generic 1kWh Li-Ion Discharge Power,Generic 1kWh Li-Ion Input Power,Generic 1kWh Li-Ion Energy Content,Generic 1kWh Li-Ion State of Charge,Generic 1kWh Li-Ion Energy Cost,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
1/1/2007 12:00:00 AM,0,0,6.329071,90,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,318.7582,0,0,0,420.0009,100,0,0,0,0,318.7582
1/1/2007 1:00:00 AM,0,0,-40.63449,90,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,318.7582,0,0,0,420.0009,100,0,0,0,0,318.7582
1/1/2007 2:00:00 AM,0,0,-59.18059,90,0,0,62.54124,62.54124,0,-1,0,62.54124,0,0,7.105427E-15,0.09536924,0,65.83289,62.54124,0,0,0,318.7582,0,65.83289,-65.83289,350.6069,83.47766,0,68.79537,0,0,318.7582
1/1/2007 3:00:00 AM,0,0,-65.89561,90,0,0,115.0417,68.7,0,-1,0,68.7,0,0,46.34175,57.84592,0,72.31579,68.7,0,0,73.14765,252.9253,0,72.31579,-72.31579,274.3793,65.32829,0,126.5459,0,0,252.9253
1/1/2007 4:00:00 AM,0,0,-68.29882,90,0,0,116.204,68.7,0,-1,0,68.7,0,0,47.50399,59.12438,0,72.31579,68.7,0,0,153.4985,180.6095,0,72.31579,-72.31579,198.1518,47.17891,0,127.8244,0,0,180.6095
1/1/2007 5:00:00 AM,0,0,-68.56945,90,0,0,106.1592,106.1592,37.45924,0,11.74519,106.1592,0,0,1.421085E-14,0,0,72.31579,68.7,0,0,233.8494,108.2938,0,72.31579,-72.31579,121.9243,29.02953,0,116.7752,0,81,108.2938
1/1/2007 6:00:00 AM,0.0008882491,0,-67.38521,90,0,0,35.77755,35.77755,81,0,22.761,35.77755,0,0,0,0,0,0,0,45.22245,42.96132,314.2003,35.97797,42.96132,0,42.96132,162.681,38.73349,0.2959064,39.35531,0,81,35.97797
1/1/2007 7:00:00 AM,0.06397346,8.503396,-64.83955,77.75762,0.06572942,7.203945,38.41133,38.41133,81,0,22.761,38.41133,18.75474,0,0,0,7.203945,0,0,42.58867,40.45924,271.239,74.64316,47.66319,0,47.66319,207.8982,49.49948,0.293613,42.25246,5.763156,81,81.84711
1/1/2007 8:00:00 AM,0.1468058,21.68848,-60.63478,64.11838,0.1475045,16.16649,39.36204,39.36204,81,0,22.761,39.36204,41.07127,0,0,0,16.16649,0,0,41.63796,39.55606,223.5758,117.54,55.72255,0,55.72255,260.7613,62.0859,0.2912992,43.29824,12.93319,81,133.7065
1/1/2007 9:00:00 AM,0.2838784,34.18584,-54.00429,50.85844,0.2876509,31.52654,81.71465,68.7,0,-1,0,68.7,45.89015,0,13.01465,21.18611,31.52654,72.31579,68.7,0,0,167.8532,167.6903,0,40.78925,-40.78925,217.7656,51.84886,0.2912992,89.88612,25.22123,0,199.2169
