Time,Global Solar,Generic flat plate PV Solar Altitude,Generic flat plate PV Solar Azimuth,Generic flat plate PV Angle of Incidence,Generic flat plate PV Incident Solar,Generic flat plate PV Power Output,AC Primary Load,AC Primary Load Served,Generic Medium Genset (size-your-own) Power Output,Generic Medium Genset (size-your-own) Operating Status,Generic Medium Genset (size-your-own) Fuel,Total Electrical Load Served,Renewable Penetration,Excess Electrical Production,Unmet Electrical Load,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Generic 1kWh Li-Ion Maximum Charge Power,Generic 1kWh Li-Ion Maximum Discharge Power,Generic 1kWh Li-Ion Charge Power,Generic 1kWh Li-Ion Discharge Power,Generic 1kWh Li-Ion Input Power,Generic 1kWh Li-Ion Energy Content,Generic 1kWh Li-Ion State of Charge,Generic 1kWh Li-Ion Energy Cost,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
1/1/2007 12:00:00 AM,0,0,6.329071,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.59898,0,0,0,39.00008,100,0,0,0,0,29.59898
1/1/2007 1:00:00 AM,0,0,-40.63449,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.59898,0,0,0,39.00008,100,0,0,0,0,29.59898
1/1/2007 2:00:00 AM,0,0,-59.18059,90,0,0,1.514009,1.514009,0,0,0,1.514009,0,0,0,0,1.593693,1.514009,0,0,0,29.59898,0,1.593693,-1.593693,37.32018,95.69257,0,1.665409,0,0,29.59898
1/1/2007 3:00:00 AM,0,0,-65.89561,90,0,0,2.784949,2.784949,0,0,0,2.784949,0,0,0,0,2.931525,2.784949,0,0,1.77077,28.00529,0,2.931525,-2.931525,34.23008,87.76926,0,3.063444,0,0,28.00529
1/1/2007 4:00:00 AM,0,0,-68.29882,90,0,0,2.813085,2.813085,0,0,0,2.813085,0,0,4.440892E-16,0,2.961142,2.813085,0,0,5.028021,25.07376,0,2.961142,-2.961142,31.10876,79.76589,0,3.094393,0,0,25.07376
1/1/2007 5:00:00 AM,0,0,-68.56945,90,0,0,2.56992,2.56992,0,0,0,2.56992,0,0,0,0,2.705179,2.56992,0,0,8.318178,22.11262,0,2.705179,-2.705179,28.25725,72.45435,0,2.826912,0,0,22.11262
1/1/2007 6:00:00 AM,0.0008882491,0,-67.38521,90,0,0,0.8661088,0.8661088,0,0,0,0.8661088,0,0,1.110223E-16,0,0.9116935,0.8661088,0,0,11.32393,19.40744,0,0.9116935,-0.9116935,27.29624,69.99023,0,0.9527196,0,0,19.40744
1/1/2007 7:00:00 AM,0.06397346,8.503396,-64.83955,77.75762,0.06572942,0.7466863,2.380577,2.380577,0,0,0,2.380577,31.36577,0,0,0.7466863,2.50587,2.380577,0,0,12.33693,18.49574,0,1.759184,-1.759184,25.4419,65.23551,0,2.618634,0.597349,0,19.24243
1/1/2007 8:00:00 AM,0.1468058,21.68848,-60.63478,64.11838,0.1475045,1.675651,2.439498,2.439498,0,0,0,2.439498,68.68835,0,0,1.675651,2.567893,2.439498,0,0,14.29157,16.73656,0,0.8922418,-0.8922418,24.50139,62.82396,0,2.683448,1.340521,0,18.41221
1/1/2007 9:00:00 AM,0.2838784,34.18584,-54.00429,50.85844,0.2876509,3.267714,5.06434,5.06434,0,0,0,5.06434,64.52399,0,8.881784E-16,3.267714,5.330884,5.06434,0,0,15.28295,15.84432,0,2.06317,-2.06317,22.32662,57.24763,0,5.570773,2.614171,0,19.11203
1/1/2007 10:00:00 AM,0.07039502,45.37495,-43.45202,38.46822,0.07009917,0.7963266,1.524408,1.524408,0,0,0,1.524408,52.23841,0,2.220446E-16,0.7963266,1.60464,1.524408,0,0,17.57537,13.78115,0,0.8083136,-0.8083136,21.47459,55.06293,0,1.676849,0.6370612,0,14.57748
1/1/2007 11:00:00 AM,0.05697239,53.98555,-26.68318,28.19816,0.05671744,0.6443101,6.134514,6.134514,0,0,0,6.134514,10.50303,0,0,0.6443101,6.457384,6.134514,0,0,18.47349,12.97284,0,5.813074,-5.813074,15.34707,39.35138,0,6.747966,0.5154481,0,13.61715
1/1/2007 12:00:00 PM,0.3085695,57.85535,-2.905519,23.12783,0.3081189,3.500231,5.32213,5.32213,0,0,0,5.32213,65.76749,0,8.881784E-16,3.500231,5.602242,5.32213,0,0,24.93246,7.159763,0,2.102011,-2.102011,13.13135,33.67007,0,5.854342,2.800185,0,10.65999
1/1/2007 1:00:00 PM,0.2728486,55.35163,21.88712,26.4557,0.2722346,3.092585,4.040699,4.040699,0,0,0,4.040699,76.53588,0,0,3.092585,4.253367,4.040699,0,0,27.26803,5.057752,0,1.160783,-1.160783,11.90778,30.53271,0,4.444769,2.474068,0,8.150336
1/1/2007 2:00:00 PM,0.1157476,47.5915,40.32253,35.91159,0.1153119,1.309943,2.454641,2.454641,0,0,0,2.454641,53.36596,0,4.440892E-16,1.309943,2.583833,2.454641,0,0,28.55779,3.896969,0,1.27389,-1.27389,10.56498,27.08965,0,2.700105,1.047954,0,5.206912
1/1/2007 3:00:00 PM,0.06560741,36.83756,52.05293,47.98082,0.06534529,0.7423225,0,0,0,0,0,0,0,0,0,0.7423225,0,0,0,0,29.97322,2.623079,0.7423225,0,0.7423225,11.26921,28.89536,0,0,0.593858,0,3.365401
1/1/2007 4:00:00 PM,0.1289536,24.56311,59.3996,61.10369,0.1288548,1.46379,3.28183,3.28183,11.45489,0,3.234088,3.28183,44.60286,0,0,1.46379,0,0,8.173063,7.76441,29.2309,3.291169,9.2282,0,9.2282,20.02385,51.34311,0.2383791,3.610013,1.171032,12,4.754959
1/1/2007 5:00:00 PM,0.06745297,11.49752,64.06036,74.68362,0.0677819,0.7700023,0,0,8.8,0,2.5624,0,0,1.776357E-15,0,0.7700023,0,0,8.8,8.36,20.0027,11.59655,9.130002,0,9.130002,28.68533,73.55199,0.2097957,0,0.6160018,12,12.36655
1/1/2007 6:00:00 PM,0.009087816,0,66.93783,90,0,0,3.435548,3.435548,12,0,3.372,3.435548,0,1.776357E-15,0,0,0,0,8.564452,8.13623,10.8727,19.81355,8.13623,0,8.13623,36.40404,93.3435,0.2355189,3.779103,0,12,19.81355
1/1/2007 7:00:00 PM,0,0,68.42065,90,0,0,4.751206,4.751206,0,0,0,4.751206,0,0,0,0,5.00127,4.751206,0,0,2.736467,27.13616,0,5.00127,-5.00127,31.13224,79.82609,0.2355189,5.226327,0,0,27.13616
1/1/2007 8:00:00 PM,0,0,68.50754,90,0,0,6.627525,6.627525,0,0,0,6.627525,0,0,0,0,6.976342,6.627525,0,0,8.293433,22.13489,0,6.976342,-6.976342,23.77853,60.97046,0.2355189,7.290277,0,0,22.13489
1/1/2007 9:00:00 PM,0,0,66.69133,90,0,0,7.833373,7.833373,12,0,3.372,7.833373,0,0,0,0,0,0,4.166627,3.958296,16.04493,15.15855,3.958296,0,3.958296,27.5337,70.59908,0.2431814,8.61671,0,12,15.15855
1/1/2007 10:00:00 PM,0,0,61.29293,90,0,0,0.1228303,0.1228303,8.922831,0,2.593476,0.1228303,0,1.776357E-15,0,0,0,0,8.8,8.36,12.08663,18.72101,8.36,0,8.36,35.46469,90.93491,0.2338773,0.1351134,0,12,18.72101
1/1/2007 11:00:00 PM,0,0,46.66078,90,0,0,0.50947,0.50947,0,0,0,0.50947,0,0,0,0,0.5362843,0.50947,0,0,3.726629,26.24501,0,0.5362843,-0.5362843,34.89939,89.48545,0.2338773,0.5604171,0,0,26.24501
1/2/2007 12:00:00 AM,0,0,6.788207,90,0,0,1.558138,1.558138,0,0,0,1.558138,0,0,2.220446E-16,0,1.640145,1.558138,0,0,4.3225,25.70873,0,1.640145,-1.640145,33.17053,85.05247,0.2338773,1.713951,0,0,25.70873
1/2/2007 1:00:00 AM,0,0,-40.56551,90,0,0,0.642491,0.642491,0,0,0,0.642491,0,0,0,0,0.6763063,0.642491,0,0,6.144884,24.06858,0,0.6763063,-0.6763063,32.45764,83.22456,0.2338773,0.7067401,0,0,24.06858
1/2/2007 2:00:00 AM,0,0,-59.2364,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.896335,23.39228,0,0,0,32.45764,83.22456,0.2338773,0,0,0,23.39228
1/2/2007 3:00:00 AM,0,0,-65.97112,90,0,0,2.265419,2.265419,0,0,0,2.265419,0,0,0,0,2.384652,2.265419,0,0,6.896335,23.39228,0,2.384652,-2.384652,29.944,76.77933,0.2338773,2.491961,0,0,23.39228
1/2/2007 4:00:00 AM,0,0,-68.37815,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.545948,21.00762,0,0,0,29.944,76.77933,0.2338773,0,0,0,21.00762
1/2/2007 5:00:00 AM,0,0,-68.6517,90,0,0,0.3686488,0.3686488,0,0,0,0.3686488,0,0,5.551115E-17,0,0.3880513,0.3686488,0,0,9.545948,21.00762,0,0.3880513,-0.3880513,29.53495,75.7305,0.2338773,0.4055136,0,0,21.00762
1/2/2007 6:00:00 AM,0.00108274,0,-67.47298,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.977117,20.61957,0,0,0,29.53495,75.7305,0.2338773,0,0,0,20.61957
