Time,Global Solar,Generic flat plate PV Solar Altitude,Generic flat plate PV Solar Azimuth,Generic flat plate PV Angle of Incidence,Generic flat plate PV Incident Solar,Generic flat plate PV Power Output,AC Primary Load,AC Primary Load Served,Generic Medium Genset (size-your-own) Power Output,Generic Medium Genset (size-your-own) Operating Status,Generic Medium Genset (size-your-own) Fuel,Total Electrical Load Served,Renewable Penetration,Excess Electrical Production,Unmet Electrical Load,Capacity Shortage,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Generic 1kWh Li-Ion Maximum Charge Power,Generic 1kWh Li-Ion Maximum Discharge Power,Generic 1kWh Li-Ion Charge Power,Generic 1kWh Li-Ion Discharge Power,Generic 1kWh Li-Ion Input Power,Generic 1kWh Li-Ion Energy Content,Generic 1kWh Li-Ion State of Charge,Generic 1kWh Li-Ion Energy Cost,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
1/1/2007 12:00:00 AM,0,0,6.329071,90,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,29.59898,0,0,0,39.00008,100,0,0,0,0,29.59898
1/1/2007 1:00:00 AM,0,0,-40.63449,90,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,29.59898,0,0,0,39.00008,100,0,0,0,0,29.59898
1/1/2007 2:00:00 AM,0,0,-59.18059,90,0,0,1.603079,1.603079,0,-1,0,1.603079,0,0,2.220446E-16,0,0,1.687452,1.603079,0,0,0,29.59898,0,1.687452,-1.687452,37.22135,95.43916,0,1.763387,0,0,29.59898
1/1/2007 3:00:00 AM,0,0,-65.89561,90,0,0,2.948791,2.948791,0,-1,0,2.948791,0,0,4.440892E-16,0,0,3.10399,2.948791,0,0,1.874946,27.91153,0,3.10399,-3.10399,33.94946,87.04971,0,3.24367,0,0,27.91153
1/1/2007 4:00:00 AM,0,0,-68.29882,90,0,0,2.978581,2.978581,0,-1,0,2.978581,0,0,0,0,0,3.135349,2.978581,0,0,5.323824,24.80754,0,3.135349,-3.135349,30.64451,78.5755,0,3.276439,0,0,24.80754
1/1/2007 5:00:00 AM,0,0,-68.56945,90,0,0,2.721111,2.721111,0,0,0,2.721111,0,0,4.440892E-16,0,0,2.864327,2.721111,0,0,8.807545,21.67219,0,2.864327,-2.864327,27.62524,70.83381,0,2.993222,0,0,21.67219
1/1/2007 6:00:00 AM,0.0008882491,0,-67.38521,90,0,0,0.9170628,0.9170628,0,0,0,0.9170628,0,0,1.110223E-16,0,0,0.9653293,0.9170628,0,0,11.99013,18.80786,0,0.9653293,-0.9653293,26.60769,68.22472,0,1.008769,0,0,18.80786
1/1/2007 7:00:00 AM,0.06397346,8.503396,-64.83955,77.75762,0.06572942,0.7466863,2.520628,2.520628,0,0,0,2.520628,29.62302,0,4.440892E-16,0,0.7466863,2.653293,2.520628,0,0,13.06272,17.84253,0,1.906607,-1.906607,24.59795,63.07155,0,2.772691,0.597349,0,18.58922
1/1/2007 8:00:00 AM,0.1468058,21.68848,-60.63478,64.11838,0.1475045,1.675651,2.583016,2.583016,0,0,0,2.583016,64.87186,0,0,0,1.675651,2.718964,2.583016,0,0,15.18117,15.93592,0,1.043314,-1.043314,23.49821,60.25169,0,2.841318,1.340521,0,17.61157
1/1/2007 9:00:00 AM,0.2838784,34.18584,-54.00429,50.85844,0.2876509,3.267714,5.362279,5.362279,0,-1,0,5.362279,60.9389,0,0,0,3.267714,5.644505,5.362279,0,0,16.34041,14.89261,0,2.376791,-2.376791,20.99285,53.82771,0,5.898508,2.614171,0,18.16032
