Time,Global Solar,Generic flat plate PV Solar Altitude,Generic flat plate PV Solar Azimuth,Generic flat plate PV Angle of Incidence,Generic flat plate PV Incident Solar,Generic flat plate PV Power Output,Generic flat plate PV Cell Temperature,Ambient Temperature,AC Primary Load,AC Primary Load Served,Generic Small Genset (size-your-own) Power Output,Generic Small Genset (size-your-own) Operating Status,Generic Small Genset (size-your-own) Fuel,Total Electrical Load Served,Renewable Penetration,Excess Electrical Production,Unmet Electrical Load,Capacity Shortage,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Generic 1kWh Li-Ion Maximum Charge Power,Generic 1kWh Li-Ion Maximum Discharge Power,Generic 1kWh Li-Ion Charge Power,Generic 1kWh Li-Ion Discharge Power,Generic 1kWh Li-Ion Input Power,Generic 1kWh Li-Ion Energy Content,Generic 1kWh Li-Ion State of Charge,Generic 1kWh Li-Ion Energy Cost,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
1/1/2007 12:00:00 AM,0,0,6.329071,90,0,0,20.0251,20.0251,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,4.553689,0,0,0,6.000012,100,0,0,0,0,4.553689
1/1/2007 1:00:00 AM,0,0,-40.63449,90,0,0,20.0251,20.0251,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,4.553689,0,0,0,6.000012,100,0,0,0,0,4.553689
1/1/2007 2:00:00 AM,0,0,-59.18059,90,0,0,19.30066,19.30066,0.1648472,0.1648472,0,-1,0,0.1648472,0,0,2.775558E-17,0,0,0.1735233,0.1648472,0,0,0,4.553689,0,0.1735233,-0.1735233,5.817102,96.95152,0,0.1813319,0,0,4.553689
1/1/2007 3:00:00 AM,0,0,-65.89561,90,0,0,18.63512,18.63512,0.3032288,0.3032288,0,-1,0,0.3032288,0,0,5.551115E-17,0,0,0.3191882,0.3032288,0,0,0.1928037,4.380166,0,0.3191882,-0.3191882,5.480649,91.34396,0,0.3335517,0,0,4.380166
1/1/2007 4:00:00 AM,0,0,-68.29882,90,0,0,17.9578,17.9578,0.3062922,0.3062922,0,-1,0,0.3062922,0,0,5.551115E-17,0,0,0.3224129,0.3062922,0,0,0.5474573,4.060977,0,0.3224129,-0.3224129,5.140795,85.67975,0,0.3369215,0,0,4.060977
1/1/2007 5:00:00 AM,0,0,-68.56945,90,0,0,17.34527,17.34527,0.2798162,0.2798162,0,0,0,0.2798162,0,0,0,0,0,0.2945433,0.2798162,0,0,0.9056938,3.738564,0,0.2945433,-0.2945433,4.830319,80.50517,0,0.3077978,0,0,3.738564
1/1/2007 6:00:00 AM,0.0008882491,0,-67.38521,90,0,0,16.78575,16.78575,0.09430302,0.09430302,0,0,0,0.09430302,0,0,1.387779E-17,0,0,0.09926634,0.09430302,0,0,1.232964,3.444021,0,0.09926634,-0.09926634,4.725684,78.76124,0,0.1037333,0,0,3.444021
1/1/2007 7:00:00 AM,0.06397346,8.503396,-64.83955,77.75762,0.06572942,0.121313,18.08953,16.20266,0.3489159,0.3489159,0,0,0,0.3489159,34.76854,0,5.551115E-17,0,0.121313,0.3672799,0.3489159,0,0,1.34326,3.344755,0,0.2459669,-0.2459669,4.466412,74.44005,0,0.3838075,0.09705036,0,3.466068
1/1/2007 8:00:00 AM,0.1468058,21.68848,-60.63478,64.11838,0.1475045,0.2678106,21.45626,17.20981,0.3575518,0.3575518,0,0,0,0.3575518,74.9012,5.551115E-17,0,0,0.2678106,0.3763703,0.3575518,0,0,1.616557,3.098788,0,0.1085597,-0.1085597,4.35198,72.53285,0,0.393307,0.2142485,0,3.366599
1/1/2007 9:00:00 AM,0.2838784,34.18584,-54.00429,50.85844,0.2876509,0.5052011,28.10542,19.77773,0.742269,0.742269,0,-1,0,0.742269,68.06173,0,0,0,0.5052011,0.7813358,0.742269,0,0,1.737179,2.990228,0,0.2761347,-0.2761347,4.060908,67.68167,0,0.816496,0.4041609,0,3.495429
1/1/2007 10:00:00 AM,0.07039502,45.37495,-43.45202,38.46822,0.07009917,0.1254111,24.43359,22.41044,0.2234291,0.2234291,0,0,0,0.2234291,56.13014,0,0,0,0.1254111,0.2351886,0.2234291,0,0,2.043995,2.714093,0,0.1097775,-0.1097775,3.945193,65.75307,0,0.245772,0.1003289,0,2.839505
1/1/2007 11:00:00 AM,0.05697239,53.98555,-26.68318,28.19816,0.05671744,0.1005323,26.28804,24.64854,0.8991222,0.8991222,0,0,0,0.8991222,11.18116,0,1.110223E-16,0,0.1005323,0.9464445,0.8991222,0,0,2.16597,2.604316,0,0.8459122,-0.8459122,3.053523,50.89194,0,0.9890345,0.08042581,0,2.704848
1/1/2007 12:00:00 PM,0.3085695,57.85535,-2.905519,23.12783,0.3081189,0.5202788,35.69902,26.72173,0.7800528,0.7800528,0,0,0,0.7800528,66.69789,0,0,0,0.5202788,0.8211082,0.7800528,0,0,3.105872,1.758404,0,0.3008294,-0.3008294,2.736421,45.60692,0,0.858058,0.416223,0,2.278683
1/1/2007 1:00:00 PM,0.2728486,55.35163,21.88712,26.4557,0.2722346,0.4573894,36.64461,28.70657,0.5922363,0.5922363,0,0,0,0.5922363,77.2309,0,0,0,0.4573894,0.6234066,0.5922363,0,0,3.440127,1.457574,0,0.1660172,-0.1660172,2.561423,42.6903,0,0.6514599,0.3659116,0,1.914964
1/1/2007 2:00:00 PM,0.1157476,47.5915,40.32253,35.91159,0.1153119,0.1971768,33.30227,29.9493,0.3597714,0.3597714,0,-1,0,0.3597714,54.80614,0,0,0,0.1971768,0.3787067,0.3597714,0,0,3.624591,1.291557,0,0.1815299,-0.1815299,2.370074,39.50115,0,0.3957485,0.1577414,0,1.488734
1/1/2007 3:00:00 PM,0.06560741,36.83756,52.05293,47.98082,0.06534529,0.1122755,32.37798,30.47938,0,0,0,-1,0,0,0,0,0,0,0.1122755,0,0,0,0,3.826291,1.110027,0.1122755,0,0.1122755,2.476588,41.27638,0,0,0.08982042,0,1.222303
1/1/2007 4:00:00 PM,0.1289536,24.56311,59.3996,61.10369,0.1288548,0.2186784,34.74307,30.99179,0.4810105,0.4810105,0,-1,0,0.4810105,45.46228,0,5.551115E-17,0,0.2186784,0.5063269,0.4810105,0,0,3.714015,1.211075,0,0.2876485,-0.2876485,2.17338,36.22292,0,0.5291116,0.1749427,0,1.429754
1/1/2007 5:00:00 PM,0.06745297,11.49752,64.06036,74.68362,0.0677819,0.1164477,32.40169,30.43226,0,0,0,-1,0,0,0,0,0,0,0.1164477,0,0,0,0,4.033625,0.9234268,0.1164477,0,0.1164477,2.283852,38.06412,0,0,0.09315819,0,1.039875
1/1/2007 6:00:00 PM,0.009087816,0,66.93783,90,0,0,28.65945,28.65945,0.4299139,0.4299139,0,-1,0,0.4299139,0,0,5.551115E-17,0,0,0.452541,0.4299139,0,0,3.917177,1.02823,0,0.452541,-0.452541,1.806832,30.1138,0,0.4729053,0,0,1.02823
1/1/2007 7:00:00 PM,0,0,68.42065,90,0,0,26.98677,26.98677,0.5945514,0.5469043,0,-1,0,0.5469043,0,0,0.04764708,0.1071022,0,0.5756887,0.5469043,0,0,4.42,0.5756887,0,0.5756887,-0.5756887,1.200002,20,0,0.6540065,0,0,0.5756887
1/1/2007 8:00:00 PM,0,0,68.50754,90,0,0,25.64391,25.64391,0.8293481,0,0,-1,0,0,0,0,0.8293481,0.912283,0,0,0,0,0,5.059654,0,0,0,0,1.200002,20,0,0.912283,0,0,0
1/1/2007 9:00:00 PM,0,0,66.69133,90,0,0,24.33639,24.33639,0.9802442,0,0,-1,0,0,0,0,0.9802442,1.078269,0,0,0,0,0,5.059654,0,0,0,0,1.200002,20,0,1.078269,0,0,0
1/1/2007 10:00:00 PM,0,0,61.29293,90,0,0,22.99353,22.99353,0.01337392,0,0,-1,0,0,0,0,0.01337392,0.01471132,0,0,0,0,0,5.059654,0,0,0,0,1.200002,20,0,0.01471132,0,0,0
1/1/2007 11:00:00 PM,0,0,46.66078,90,0,0,21.81558,21.81558,0.05547174,0,0,-1,0,0,0,0,0.05547174,0.06101892,0,0,0,0,0,5.059654,0,0,0,0,1.200002,20,0,0.06101892,0,0,0
1/2/2007 12:00:00 AM,0,0,6.788207,90,0,0,20.92034,20.92034,0.169652,0,0,-1,0,0,0,0,0.169652,0.1866172,0,0,0,0,0,5.059654,0,0,0,0,1.200002,20,0,0.1866172,0,0,0
1/2/2007 1:00:00 AM,0,0,-40.56551,90,0,0,20.0251,20.0251,0.06995523,0,0,-1,0,0,0,0,0.06995523,0.07695076,0,0,0,0,0,5.059654,0,0,0,0,1.200002,20,0,0.07695076,0,0,0
1/2/2007 2:00:00 AM,0,0,-59.2364,90,0,0,19.28299,19.28299,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,5.059654,0,0,0,0,1.200002,20,0,0,0,0,0
1/2/2007 3:00:00 AM,0,0,-65.97112,90,0,0,18.61745,18.61745,0.2466618,0,0,-1,0,0,0,0,0.2466618,0.2713279,0,0,0,0,0,5.059654,0,0,0,0,1.200002,20,0,0.2713279,0,0,0
1/2/2007 4:00:00 AM,0,0,-68.37815,90,0,0,17.94013,17.94013,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,5.059654,0,0,0,0,1.200002,20,0,0,0,0,0
1/2/2007 5:00:00 AM,0,0,-68.6517,90,0,0,17.34527,17.34527,0.04013894,0.04013894,1.492771,0,0.4636264,0.04013894,0,0,0,0,0,0,0,1.452632,1.38,5.059654,0,1.38,0,1.38,2.509185,41.81967,0.2013338,0.04415284,0,1.7,0
1/2/2007 6:00:00 AM,0.00108274,0,-67.47298,90,0,0,16.77397,16.77397,0,0,1.452632,0,0.4526684,0,0,0,0,0,0,0,0,1.452632,1.38,3.679654,1.242,1.38,0,1.38,3.818368,63.63934,0.2126678,0,0,1.7,1.242
1/2/2007 7:00:00 AM,0.0894334,8.420039,-64.93723,77.85415,0.1004246,0.1844639,19.07614,16.19088,0.2280782,0.2280782,1.68071,0,0.5149338,0.2280782,80.87749,2.220446E-16,0,0,0.1844639,0,0,1.452632,1.38,2.299654,2.484,1.564464,0,1.564464,5.302549,88.37564,0.2232511,0.250886,0.1475711,1.7,2.668464
1/2/2007 8:00:00 AM,0.2576896,21.61751,-60.74889,64.20465,0.2779514,0.4953212,25.21947,17.19214,0.1510106,0.1510106,0,0,0,0.1510106,328.0041,0,0,0,0.4953212,0.1589586,0.1510106,0,0,0.7351905,3.892018,0.3363626,0,0.3363626,5.621651,93.69399,0.2078932,0.1661117,0.3962569,0,4.387339
1/2/2007 9:00:00 AM,0.4718998,34.13238,-54.14432,50.93016,0.5125259,0.870091,34.68018,19.76006,0.1780614,0.1780614,0,-1,0,0.1780614,488.6465,0.28383,0,0,0.870091,0.1874331,0.1780614,0,0,0.3988279,4.194744,0.3988279,0,0.3988279,6.000012,100,0.1922147,0.1958676,0.6960728,0,5.064835
1/2/2007 10:00:00 AM,0.7602223,45.34824,-43.62961,38.51621,0.8317832,1.321848,46.84156,22.38099,0,0,0,0,0,0,0,1.321848,0,0,1.321848,0,0,0,0,0,4.553689,0,0,0,6.000012,100,0.1922147,0,1.057478,0,5.875536
1/2/2007 11:00:00 AM,0.9687649,54.00035,-26.89878,28.20251,1.052093,1.588058,55.78179,24.6132,0,0,0,0,0,0,0,1.588058,0,0,1.588058,0,0,0,0,0,4.553689,0,0,0,6.000012,100,0.1922147,0,1.270446,0,6.141747
