Time,Global Solar,Generic flat plate PV Solar Altitude,Generic flat plate PV Solar Azimuth,Generic flat plate PV Angle of Incidence,Generic flat plate PV Incident Solar,Generic flat plate PV Power Output,AC Primary Load,AC Primary Load Served,Generic Medium Genset (size-your-own) Power Output,Generic Medium Genset (size-your-own) Operating Status,Generic Medium Genset (size-your-own) Fuel,Total Electrical Load Served,Renewable Penetration,Excess Electrical Production,Unmet Electrical Load,Capacity Shortage,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Generic 1kWh Li-Ion Maximum Charge Power,Generic 1kWh Li-Ion Maximum Discharge Power,Generic 1kWh Li-Ion Charge Power,Generic 1kWh Li-Ion Discharge Power,Generic 1kWh Li-Ion Input Power,Generic 1kWh Li-Ion Energy Content,Generic 1kWh Li-Ion State of Charge,Generic 1kWh Li-Ion Energy Cost,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
1/1/2007 12:00:00 AM,0,0,6.329071,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.59898,0,0,0,39.00008,100,0,0,0,0,29.59898
1/1/2007 1:00:00 AM,0,0,-40.63449,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.59898,0,0,0,39.00008,100,0,0,0,0,29.59898
1/1/2007 2:00:00 AM,0,0,-59.18059,90,0,0,2.938958,2.938958,0,0,0,2.938958,0,0,4.440892E-16,0,0,3.09364,2.938958,0,0,0,29.59898,0,3.09364,-3.09364,35.73909,91.63852,0,3.232853,0,0,29.59898
1/1/2007 3:00:00 AM,0,0,-65.89561,90,0,0,5.406078,5.406078,0,0,0,5.406078,0,0,0,0,0,5.690609,5.406078,0,0,3.437377,26.50534,0,5.690609,-5.690609,29.74067,76.25797,0,5.946686,0,0,26.50534
1/1/2007 4:00:00 AM,0,0,-68.29882,90,0,0,5.460694,5.460694,0,0,0,5.460694,0,0,0,0,0,5.748099,5.460694,0,0,9.760276,20.81473,0,5.748099,-5.748099,23.68164,60.72203,0,6.006763,0,0,20.81473
1/1/2007 5:00:00 AM,0,0,-68.56945,90,0,0,4.988668,4.988668,0,0,0,4.988668,0,0,8.881784E-16,0,0,5.25123,4.988668,0,0,16.14705,15.06663,0,5.25123,-5.25123,18.14636,46.52903,0,5.487535,0,0,15.06663
1/1/2007 6:00:00 AM,0.0008882491,0,-67.38521,90,0,0,1.68127,1.68127,0,0,0,1.68127,0,0,2.220446E-16,0,0,1.769758,1.68127,0,0,21.98175,9.815401,0,1.769758,-1.769758,16.28087,41.74574,0,1.849397,0,0,9.815401
1/1/2007 7:00:00 AM,0.06397346,8.503396,-64.83955,77.75762,0.06572942,0.7466863,4.621119,4.621119,0,0,0,4.621119,16.15812,0,0,0,0.7466863,4.864336,4.621119,0,0,23.94815,8.045644,0,4.11765,-4.11765,11.94048,30.61657,0,5.083231,0.597349,0,8.79233
1/1/2007 8:00:00 AM,0.1468058,21.68848,-60.63478,64.11838,0.1475045,1.675651,4.735496,4.735496,3,0,1.095,4.735496,35.3849,0,0,0,1.675651,1.826838,1.735496,0,0,28.52332,3.927994,0,0.1511872,-0.1511872,11.78112,30.20794,0,5.209045,1.340521,12,5.603644
1/1/2007 9:00:00 AM,0.2838784,34.18584,-54.00429,50.85844,0.2876509,3.267714,9.830776,9.830776,12,0,3.372,9.830776,33.23963,0,0,0,3.267714,0,0,2.169224,2.060762,28.6913,3.776806,5.328476,0,5.328476,16.83615,43.16954,0.2782135,10.81385,2.614171,12,7.04452
