Time,Global Solar,Generic flat plate PV Solar Altitude,Generic flat plate PV Solar Azimuth,Generic flat plate PV Angle of Incidence,Generic flat plate PV Incident Solar,Generic flat plate PV Power Output,AC Primary Load,AC Primary Load Served,Generic Medium Genset (size-your-own) Power Output,Generic Medium Genset (size-your-own) Operating Status,Generic Medium Genset (size-your-own) Fuel,Total Electrical Load Served,Renewable Penetration,Excess Electrical Production,Unmet Electrical Load,Capacity Shortage,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Generic 1kWh Li-Ion Maximum Charge Power,Generic 1kWh Li-Ion Maximum Discharge Power,Generic 1kWh Li-Ion Charge Power,Generic 1kWh Li-Ion Discharge Power,Generic 1kWh Li-Ion Input Power,Generic 1kWh Li-Ion Energy Content,Generic 1kWh Li-Ion State of Charge,Generic 1kWh Li-Ion Energy Cost,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
1/1/2007 12:00:00 AM,0,0,6.329071,90,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,29.59898,0,0,0,39.00008,100,0,0,0,0,29.59898
1/1/2007 1:00:00 AM,0,0,-40.63449,90,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,29.59898,0,0,0,39.00008,100,0,0,0,0,29.59898
1/1/2007 2:00:00 AM,0,0,-59.18059,90,0,0,1.246831,1.246831,0,-1,0,1.246831,0,0,2.220446E-16,0,0,1.312453,1.246831,0,0,0,29.59898,0,1.312453,-1.312453,37.61663,96.45271,0,1.371514,0,0,29.59898
1/1/2007 3:00:00 AM,0,0,-65.89561,90,0,0,2.293488,2.293488,0,-1,0,2.293488,0,0,4.440892E-16,0,0,2.414197,2.293488,0,0,1.458281,28.28653,0,2.414197,-2.414197,35.07184,89.92762,0,2.522836,0,0,28.28653
1/1/2007 4:00:00 AM,0,0,-68.29882,90,0,0,2.316658,2.316658,0,-1,0,2.316658,0,0,4.440892E-16,0,0,2.438587,2.316658,0,0,4.140723,25.87233,0,2.438587,-2.438587,32.50135,83.33662,0,2.548324,0,0,25.87233
1/1/2007 5:00:00 AM,0,0,-68.56945,90,0,0,2.116405,2.116405,0,0,0,2.116405,0,0,4.440892E-16,0,0,2.227794,2.116405,0,0,6.850265,23.43374,0,2.227794,-2.227794,30.15305,77.31535,0,2.328045,0,0,23.43374
1/1/2007 6:00:00 AM,0.0008882491,0,-67.38521,90,0,0,0.7132661,0.7132661,0,0,0,0.7132661,0,0,0,0,0,0.7508064,0.7132661,0,0,9.325592,21.20595,0,0.7508064,-0.7508064,29.36163,75.28607,0,0.7845927,0,0,21.20595
1/1/2007 7:00:00 AM,0.06397346,8.503396,-64.83955,77.75762,0.06572942,0.7466863,1.960475,1.960475,0,0,0,1.960475,38.08701,0,2.220446E-16,0,0.7466863,2.063658,1.960475,0,0,10.15982,20.45514,0,1.316972,-1.316972,27.97342,71.72656,0,2.156523,0.597349,0,21.20183
1/1/2007 8:00:00 AM,0.1468058,21.68848,-60.63478,64.11838,0.1475045,1.675651,2.008998,2.008998,0,0,0,2.008998,83.40727,0,4.440892E-16,0,1.675651,2.114735,2.008998,0,0,11.62312,19.13817,0,0.4390844,-0.4390844,27.51058,70.53981,0,2.209898,1.340521,0,20.81382
1/1/2007 9:00:00 AM,0.2838784,34.18584,-54.00429,50.85844,0.2876509,3.267714,4.170632,4.170632,0,-1,0,4.170632,78.35056,0,0,0,3.267714,4.39014,4.170632,0,0,12.11099,18.69908,0,1.122426,-1.122426,26.32744,67.50612,0,4.587696,2.614171,0,21.9668
