Time,Global Solar,Generic flat plate PV Solar Altitude,Generic flat plate PV Solar Azimuth,Generic flat plate PV Angle of Incidence,Generic flat plate PV Incident Solar,Generic flat plate PV Power Output,AC Primary Load,AC Primary Load Served,Generic Medium Genset (size-your-own) Power Output,Generic Medium Genset (size-your-own) Operating Status,Generic Medium Genset (size-your-own) Fuel,Total Electrical Load Served,Renewable Penetration,Excess Electrical Production,Unmet Electrical Load,Capacity Shortage,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Generic 1kWh Li-Ion Maximum Charge Power,Generic 1kWh Li-Ion Maximum Discharge Power,Generic 1kWh Li-Ion Charge Power,Generic 1kWh Li-Ion Discharge Power,Generic 1kWh Li-Ion Input Power,Generic 1kWh Li-Ion Energy Content,Generic 1kWh Li-Ion State of Charge,Generic 1kWh Li-Ion Energy Cost,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
1/1/2007 12:00:00 AM,0,0,6.329071,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.7582,0,0,0,420.0009,100,0,0,0,0,318.7582
1/1/2007 1:00:00 AM,0,0,-40.63449,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.7582,0,0,0,420.0009,100,0,0,0,0,318.7582
1/1/2007 2:00:00 AM,0,0,-59.18059,90,0,0,58.75087,58.75087,0,0,0,58.75087,0,0,7.105427E-15,0,0,61.84302,58.75087,0,0,0,318.7582,0,61.84302,-61.84302,354.8126,84.47902,0,64.62595,0,0,318.7582
1/1/2007 3:00:00 AM,0,0,-65.89561,90,0,0,108.0695,108.0695,39.36952,0,12.22849,108.0695,0,0,1.421085E-14,0,0,72.31579,68.7,0,0,68.71446,256.9152,0,72.31579,-72.31579,278.5851,66.32964,0,118.8765,0,81,256.9152
1/1/2007 4:00:00 AM,0,0,-68.29882,90,0,0,109.1613,109.1613,40.46132,0,12.50471,109.1613,0,0,1.421085E-14,0,0,72.31579,68.7,0,0,149.0653,184.5994,0,72.31579,-72.31579,202.3575,48.18026,0,120.0775,0,81,184.5994
1/1/2007 5:00:00 AM,0,0,-68.56945,90,0,0,99.72534,99.72534,31.02534,0,10.11741,99.72534,0,0,1.421085E-14,0,0,72.31579,68.7,0,0,229.4162,112.2836,0,72.31579,-72.31579,126.13,30.03089,0,109.6979,0,81,112.2836
1/1/2007 6:00:00 AM,0.0008882491,0,-67.38521,90,0,0,33.60921,33.60921,81,0,22.761,33.60921,0,0,0,0,0,0,0,47.39079,45.02124,309.7671,39.96784,45.02124,0,45.02124,168.8409,40.20013,0.2959064,36.97014,0,81,39.96784
1/1/2007 7:00:00 AM,0.06397346,8.503396,-64.83955,77.75762,0.06572942,7.203945,36.08337,36.08337,81,0,22.761,36.08337,19.96473,0,0,0,7.203945,0,0,44.91663,42.6708,264.7458,80.48696,49.87475,0,49.87475,216.1562,51.46566,0.2937163,39.6917,5.763156,81,87.6909
1/1/2007 8:00:00 AM,0.1468058,21.68848,-60.63478,64.11838,0.1475045,16.16649,36.97646,36.97646,81,0,22.761,36.97646,43.72103,0,0,0,16.16649,0,0,44.02354,41.82236,214.8711,125.3742,57.98885,0,57.98885,271.1693,64.56398,0.2914962,40.67411,12.93319,81,141.5407
1/1/2007 9:00:00 AM,0.2838784,34.18584,-54.00429,50.85844,0.2876509,31.52654,76.76225,76.76225,81,0,22.761,76.76225,41.07037,0,0,0,31.52654,0,0,4.237754,4.025867,156.8822,177.5642,35.5524,0,35.5524,304.8972,72.59444,0.2875014,84.43847,25.22123,81,209.0907
