Time,Global Solar,Generic flat plate PV Solar Altitude,Generic flat plate PV Solar Azimuth,Generic flat plate PV Angle of Incidence,Generic flat plate PV Incident Solar,Generic flat plate PV Power Output,AC Primary Load,AC Primary Load Served,Generic Medium Genset (size-your-own) Power Output,Generic Medium Genset (size-your-own) Operating Status,Generic Medium Genset (size-your-own) Fuel,Total Electrical Load Served,Renewable Penetration,Excess Electrical Production,Unmet Electrical Load,Capacity Shortage,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Generic 1kWh Li-Ion Maximum Charge Power,Generic 1kWh Li-Ion Maximum Discharge Power,Generic 1kWh Li-Ion Charge Power,Generic 1kWh Li-Ion Discharge Power,Generic 1kWh Li-Ion Input Power,Generic 1kWh Li-Ion Energy Content,Generic 1kWh Li-Ion State of Charge,Generic 1kWh Li-Ion Energy Cost,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
1/1/2007 12:00:00 AM,0,0,6.329071,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.7582,0,0,0,420.0009,100,0,0,0,0,318.7582
1/1/2007 1:00:00 AM,0,0,-40.63449,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.7582,0,0,0,420.0009,100,0,0,0,0,318.7582
1/1/2007 2:00:00 AM,0,0,-59.18059,90,0,0,47.37973,47.37973,0,0,0,47.37973,0,0,7.105427E-15,0,0,49.8734,47.37973,0,0,0,318.7582,0,49.8734,-49.8734,367.4297,87.48308,0,52.1177,0,0,318.7582
1/1/2007 3:00:00 AM,0,0,-65.89561,90,0,0,87.15284,87.15284,20.25,0,7.39125,87.15284,0,0,0,0,0,70.42404,66.90284,0,0,55.41489,268.8848,0,70.42404,-70.42404,293.1962,69.80848,0,95.86813,0,81,268.8848
1/1/2007 4:00:00 AM,0,0,-68.29882,90,0,0,88.03333,88.03333,20.25,0,7.39125,88.03333,0,0,1.421085E-14,0,0,71.35087,67.78333,0,0,133.6638,198.4608,0,71.35087,-71.35087,217.9858,51.90127,0,96.83665,0,81,198.4608
1/1/2007 5:00:00 AM,0,0,-68.56945,90,0,0,80.42367,80.42367,81,0,22.761,80.42367,0,0,0,0,0,0,0,0.576335,0.5475183,212.9426,127.1099,0.5475183,0,0.5475183,218.5052,52.02494,0.2959064,88.46603,0,81,127.1099
1/1/2007 6:00:00 AM,0.0008882491,0,-67.38521,90,0,0,27.10421,27.10421,81,0,22.761,27.10421,0,0,0,0,0,0,0,53.89579,51.201,212.3951,127.6027,51.201,0,51.201,267.0787,63.59005,0.2959064,29.81463,0,81,127.6027
1/1/2007 7:00:00 AM,0.06397346,8.503396,-64.83955,77.75762,0.06572942,7.203945,29.09949,29.09949,81,0,22.761,29.09949,24.75626,0,0,0,7.203945,0,0,51.90051,49.30548,161.194,173.6836,56.50943,0,56.50943,320.6883,76.3542,0.2939866,32.00944,5.763156,81,180.8875
1/1/2007 8:00:00 AM,0.1468058,21.68848,-60.63478,64.11838,0.1475045,16.16649,29.81973,29.81973,81,0,22.761,29.81973,54.21408,0,0,0,16.16649,0,0,51.18027,48.62126,104.6846,224.5421,64.78775,0,64.78775,382.1513,90.98824,0.2826068,32.8017,12.93319,81,240.7086
1/1/2007 9:00:00 AM,0.2838784,34.18584,-54.00429,50.85844,0.2876509,31.52654,61.90504,61.90504,0,0,0,61.90504,50.92725,0,7.105427E-15,0,31.52654,65.1632,61.90504,0,0,39.89687,282.851,0,33.63666,-33.63666,346.6952,82.54631,0.2826068,68.09554,25.22123,0,314.3776
