Time,Global Solar,Generic flat plate PV Solar Altitude,Generic flat plate PV Solar Azimuth,Generic flat plate PV Angle of Incidence,Generic flat plate PV Incident Solar,Generic flat plate PV Power Output,AC Primary Load,AC Primary Load Served,Generic Medium Genset (size-your-own) Power Output,Generic Medium Genset (size-your-own) Operating Status,Generic Medium Genset (size-your-own) Fuel,Total Electrical Load Served,Renewable Penetration,Excess Electrical Production,Unmet Electrical Load,Capacity Shortage,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Generic 1kWh Li-Ion Maximum Charge Power,Generic 1kWh Li-Ion Maximum Discharge Power,Generic 1kWh Li-Ion Charge Power,Generic 1kWh Li-Ion Discharge Power,Generic 1kWh Li-Ion Input Power,Generic 1kWh Li-Ion Energy Content,Generic 1kWh Li-Ion State of Charge,Generic 1kWh Li-Ion Energy Cost,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
1/1/2007 12:00:00 AM,0,0,6.329071,90,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,29.59898,0,0,0,39.00008,100,0,0,0,0,29.59898
1/1/2007 1:00:00 AM,0,0,-40.63449,90,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,29.59898,0,0,0,39.00008,100,0,0,0,0,29.59898
1/1/2007 2:00:00 AM,0,0,-59.18059,90,0,0,1.781186,1.781186,0,-1,0,1.781186,0,0,2.220446E-16,0,0,1.874933,1.781186,0,0,0,29.59898,0,1.874933,-1.874933,37.02372,94.93244,0,1.959305,0,0,29.59898
1/1/2007 3:00:00 AM,0,0,-65.89561,90,0,0,3.276411,3.276411,0,-1,0,3.276411,0,0,4.440892E-16,0,0,3.448853,3.276411,0,0,2.083259,27.72404,0,3.448853,-3.448853,33.38831,85.61089,0,3.604052,0,0,27.72404
1/1/2007 4:00:00 AM,0,0,-68.29882,90,0,0,3.309511,3.309511,0,-1,0,3.309511,0,0,4.440892E-16,0,0,3.483696,3.309511,0,0,5.915318,24.27519,0,3.483696,-3.483696,29.71618,76.19517,0,3.640463,0,0,24.27519
1/1/2007 5:00:00 AM,0,0,-68.56945,90,0,0,3.023435,3.023435,0,0,0,3.023435,0,0,4.440892E-16,0,0,3.182563,3.023435,0,0,9.786092,20.79149,0,3.182563,-3.182563,26.36146,67.59335,0,3.325779,0,0,20.79149
1/1/2007 6:00:00 AM,0.0008882491,0,-67.38521,90,0,0,1.018952,1.018952,0,0,0,1.018952,0,0,0,0,0,1.072581,1.018952,0,0,13.32227,17.60893,0,1.072581,-1.072581,25.23086,64.69438,0,1.120847,0,0,17.60893
1/1/2007 7:00:00 AM,0.06397346,8.503396,-64.83955,77.75762,0.06572942,0.7466863,2.800678,2.800678,0,0,0,2.800678,26.66091,0,4.440892E-16,0,0.7466863,2.948083,2.800678,0,0,14.51403,16.53635,0,2.201396,-2.201396,22.91039,58.74446,0,3.080746,0.597349,0,17.28304
1/1/2007 8:00:00 AM,0.1468058,21.68848,-60.63478,64.11838,0.1475045,1.675651,2.869998,2.869998,0,0,0,2.869998,58.38509,0,4.440892E-16,0,1.675651,3.02105,2.869998,0,0,16.96003,14.33496,0,1.345399,-1.345399,21.49221,55.10812,0,3.156997,1.340521,0,16.0106
1/1/2007 9:00:00 AM,0.2838784,34.18584,-54.00429,50.85844,0.2876509,3.267714,5.958046,5.958046,0,-1,0,5.958046,54.84539,0,0,0,3.267714,6.271628,5.958046,0,0,18.45491,12.98956,0,3.003914,-3.003914,18.32581,46.98915,0,6.553851,2.614171,0,16.25727
