Time,Global Solar,Generic flat plate PV Solar Altitude,Generic flat plate PV Solar Azimuth,Generic flat plate PV Angle of Incidence,Generic flat plate PV Incident Solar,Generic flat plate PV Power Output,AC Primary Load,AC Primary Load Served,Generic Medium Genset (size-your-own) Power Output,Generic Medium Genset (size-your-own) Operating Status,Generic Medium Genset (size-your-own) Fuel,Total Electrical Load Served,Renewable Penetration,Excess Electrical Production,Unmet Electrical Load,Total Renewable Power Output,Inverter Power Input,Inverter Power Output,Rectifier Power Input,Rectifier Power Output,Generic 1kWh Li-Ion Maximum Charge Power,Generic 1kWh Li-Ion Maximum Discharge Power,Generic 1kWh Li-Ion Charge Power,Generic 1kWh Li-Ion Discharge Power,Generic 1kWh Li-Ion Input Power,Generic 1kWh Li-Ion Energy Content,Generic 1kWh Li-Ion State of Charge,Generic 1kWh Li-Ion Energy Cost,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity
1/1/2007 12:00:00 AM,0,0,6.329071,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.59898,0,0,0,39.00008,100,0,0,0,0,29.59898
1/1/2007 1:00:00 AM,0,0,-40.63449,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.59898,0,0,0,39.00008,100,0,0,0,0,29.59898
1/1/2007 2:00:00 AM,0,0,-59.18059,90,0,0,1.603079,1.603079,0,0,0,1.603079,0,0,2.220446E-16,0,1.687452,1.603079,0,0,0,29.59898,0,1.687452,-1.687452,37.22135,95.43916,0,1.763387,0,0,29.59898
1/1/2007 3:00:00 AM,0,0,-65.89561,90,0,0,2.948791,2.948791,0,0,0,2.948791,0,0,4.440892E-16,0,3.10399,2.948791,0,0,1.874946,27.91153,0,3.10399,-3.10399,33.94946,87.04971,0,3.24367,0,0,27.91153
1/1/2007 4:00:00 AM,0,0,-68.29882,90,0,0,2.978581,2.978581,0,0,0,2.978581,0,0,0,0,3.135349,2.978581,0,0,5.323824,24.80754,0,3.135349,-3.135349,30.64451,78.5755,0,3.276439,0,0,24.80754
1/1/2007 5:00:00 AM,0,0,-68.56945,90,0,0,2.721111,2.721111,0,0,0,2.721111,0,0,4.440892E-16,0,2.864327,2.721111,0,0,8.807545,21.67219,0,2.864327,-2.864327,27.62524,70.83381,0,2.993222,0,0,21.67219
1/1/2007 6:00:00 AM,0.0008882491,0,-67.38521,90,0,0,0.9170628,0.9170628,0,0,0,0.9170628,0,0,1.110223E-16,0,0.9653293,0.9170628,0,0,11.99013,18.80786,0,0.9653293,-0.9653293,26.60769,68.22472,0,1.008769,0,0,18.80786
1/1/2007 7:00:00 AM,0.06397346,8.503396,-64.83955,77.75762,0.06572942,0.7466863,2.520628,2.520628,0,0,0,2.520628,29.62302,0,4.440892E-16,0.7466863,2.653293,2.520628,0,0,13.06272,17.84253,0,1.906607,-1.906607,24.59795,63.07155,0,2.772691,0.597349,0,18.58922
1/1/2007 8:00:00 AM,0.1468058,21.68848,-60.63478,64.11838,0.1475045,1.675651,2.583016,2.583016,0,0,0,2.583016,64.87186,0,0,1.675651,2.718964,2.583016,0,0,15.18117,15.93592,0,1.043314,-1.043314,23.49821,60.25169,0,2.841318,1.340521,0,17.61157
1/1/2007 9:00:00 AM,0.2838784,34.18584,-54.00429,50.85844,0.2876509,3.267714,5.362279,5.362279,0,0,0,5.362279,60.9389,0,0,3.267714,5.644505,5.362279,0,0,16.34041,14.89261,0,2.376791,-2.376791,20.99285,53.82771,0,5.898508,2.614171,0,18.16032
1/1/2007 10:00:00 AM,0.07039502,45.37495,-43.45202,38.46822,0.07009917,0.7963266,1.614091,1.614091,0,0,0,1.614091,49.33593,0,2.220446E-16,0.7963266,1.699043,1.614091,0,0,18.98129,12.51582,0,0.9027162,-0.9027162,20.0413,51.38785,0,1.7755,0.6370612,0,13.31215
1/1/2007 11:00:00 AM,0.05697239,53.98555,-26.68318,28.19816,0.05671744,0.6443101,6.495414,6.495414,0,0,0,6.495414,9.919462,0,0,0.6443101,6.837278,6.495414,0,0,19.9843,11.6131,0,6.192968,-6.192968,13.51334,34.64952,0,7.144956,0.5154481,0,12.25741
1/1/2007 12:00:00 PM,0.3085695,57.85535,-2.905519,23.12783,0.3081189,3.500231,5.635236,5.635236,12,0,3.372,5.635236,62.1133,0,0,3.500231,0,0,6.364764,6.046526,26.86538,5.420135,9.546757,0,9.546757,22.57019,57.87216,0.2650115,6.19876,2.800185,12,8.920366
1/1/2007 1:00:00 PM,0.2728486,55.35163,21.88712,26.4557,0.2722346,3.092585,4.278418,4.278418,11.94892,0,3.359077,4.278418,72.28338,0,0,3.092585,0,0,7.670504,7.286979,17.31862,14.01222,10.37956,0,10.37956,32.41711,83.12062,0.2532149,4.706259,2.474068,12,17.1048
1/1/2007 2:00:00 PM,0.1157476,47.5915,40.32253,35.91159,0.1153119,1.309943,2.599051,2.599051,0,0,0,2.599051,50.40082,0,0,1.309943,2.735842,2.599051,0,0,6.93906,23.35382,0,1.4259,-1.4259,30.91408,79.26671,0.2532149,2.858955,1.047954,0,24.66377
1/1/2007 3:00:00 PM,0.06560741,36.83756,52.05293,47.98082,0.06534529,0.7423225,0,0,0,0,0,0,0,0,0,0.7423225,0,0,0,0,8.523394,21.92792,0.7423225,0,0.7423225,31.61831,81.07242,0.2441206,0,0.593858,0,22.67025
1/1/2007 4:00:00 PM,0.1289536,24.56311,59.3996,61.10369,0.1288548,1.46379,3.474903,3.474903,0,0,0,3.474903,42.12463,0,4.440892E-16,1.46379,3.657793,3.474903,0,0,7.781071,22.59601,0,2.194003,-2.194003,29.30562,75.14248,0.2441206,3.822393,1.171032,0,24.0598
1/1/2007 5:00:00 PM,0.06745297,11.49752,64.06036,74.68362,0.0677819,0.7700023,0,0,0,0,0,0,0,0,0,0.7700023,0,0,0,0,10.21885,20.40201,0.7700023,0,0.7700023,30.03611,77.01552,0.2353526,0,0.6160018,0,21.17201
1/1/2007 6:00:00 PM,0.009087816,0,66.93783,90,0,0,3.637665,3.637665,0,0,0,3.637665,0,0,4.440892E-16,0,3.829121,3.637665,0,0,9.448849,21.09501,0,3.829121,-3.829121,25.99986,66.66618,0.2353526,4.001431,0,0,21.09501
1/1/2007 7:00:00 PM,0,0,68.42065,90,0,0,5.030725,5.030725,0,0,0,5.030725,0,0,8.881784E-16,0,5.295499,5.030725,0,0,13.70343,17.26589,0,5.295499,-5.295499,20.41792,52.35353,0.2353526,5.533797,0,0,17.26589
1/1/2007 8:00:00 PM,0,0,68.50754,90,0,0,7.017429,7.017429,0,0,0,7.017429,0,0,0,0,7.386767,7.017429,0,0,19.58732,11.97039,0,7.386767,-7.386767,12.63158,32.38861,0.2353526,7.719172,0,0,11.97039
1/1/2007 9:00:00 PM,0,0,66.69133,90,0,0,8.294218,8.294218,12,0,3.372,8.294218,0,0,0,0,0,0,3.705782,3.520493,27.79484,4.583626,3.520493,0,3.520493,15.97142,40.95226,0.2438937,9.123639,0,12,4.583626
1/1/2007 10:00:00 PM,0,0,61.29293,90,0,0,0.1300566,0.1300566,8.930057,0,2.595304,0.1300566,0,0,0,0,0,0,8.8,8.36,24.27434,7.75207,8.36,0,8.36,23.90241,61.2881,0.2327306,0.1430622,0,12,7.75207
1/1/2007 11:00:00 PM,0,0,46.66078,90,0,0,0.5394427,0.5394427,9.339442,0,2.698879,0.5394427,0,1.776357E-15,0,0,0,0,8.8,8.36,15.91434,15.27607,8.36,0,8.36,31.8334,81.62394,0.2288068,0.5933869,0,12,15.27607
1/2/2007 12:00:00 AM,0,0,6.788207,90,0,0,1.649804,1.649804,0,0,0,1.649804,0,0,0,0,1.736636,1.649804,0,0,7.554342,22.80007,0,1.736636,-1.736636,30.00282,76.93017,0.2288068,1.814785,0,0,22.80007
1/2/2007 1:00:00 AM,0,0,-40.56551,90,0,0,0.6802894,0.6802894,0,0,0,0.6802894,0,0,1.110223E-16,0,0.7160941,0.6802894,0,0,9.483938,21.06343,0,0.7160941,-0.7160941,29.248,74.99471,0.2288068,0.7483183,0,0,21.06343
1/2/2007 2:00:00 AM,0,0,-59.2364,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2796,20.34734,0,0,0,29.248,74.99471,0.2288068,0,0,0,20.34734
1/2/2007 3:00:00 AM,0,0,-65.97112,90,0,0,2.398696,2.398696,0,0,0,2.398696,0,0,0,0,2.524944,2.398696,0,0,10.2796,20.34734,0,2.524944,-2.524944,26.58647,68.1703,0.2288068,2.638566,0,0,20.34734
1/2/2007 4:00:00 AM,0,0,-68.37815,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.08509,17.8224,0,0,0,26.58647,68.1703,0.2288068,0,0,0,17.8224
1/2/2007 5:00:00 AM,0,0,-68.6517,90,0,0,0.3903368,0.3903368,0,0,0,0.3903368,0,0,5.551115E-17,0,0.4108808,0.3903368,0,0,13.08509,17.8224,0,0.4108808,-0.4108808,26.15336,67.05978,0.2288068,0.4293704,0,0,17.8224
1/2/2007 6:00:00 AM,0.00108274,0,-67.47298,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.54163,17.41152,0,0,0,26.15336,67.05978,0.2288068,0,0,0,17.41152
